step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,J1_stopped,J1_accumulated_waiting_time,J1_average_speed,J2_stopped,J2_accumulated_waiting_time,J2_average_speed,J3_stopped,J3_accumulated_waiting_time,J3_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
200.0,34,1298.0,20.93548387096774,2.388678682301681,18,1223.0,0.10491798931357572,2,42.0,0.2419222256729462,14,217.0,0.04288265707226844,34,1482.0
205.0,31,1361.0,23.06779661016949,3.4037068775790535,18,1313.0,0.04174704403137276,5,61.0,0.28124140046421514,8,157.0,0.17024664633954317,31,1531.0
210.0,26,1438.0,25.678571428571427,3.6395069082367124,18,1403.0,0.015222736343364827,8,92.0,0.20753399693401334,0,95.0,0.41162537688336975,26,1590.0
215.0,30,1216.0,21.333333333333332,3.7355793810203974,17,1355.0,0.0828414987269756,12,121.0,0.13637087409703932,1,42.0,0.5775198106542202,30,1518.0
220.0,23,805.0,14.12280701754386,3.249764765441642,13,1423.0,0.1304536593936327,9,143.0,0.0709855314117616,1,14.0,0.5589572696214676,23,1580.0
225.0,18,483.0,8.473684210526315,3.6677394228141527,13,1486.0,0.1775087404717119,4,124.0,0.14731486419697282,1,8.0,0.5589172376417877,18,1618.0
230.0,16,201.0,3.526315789473684,4.355567327383167,14,1544.0,0.11980811167343634,0,72.0,0.33987378771641946,2,11.0,0.5093482901954751,16,1627.0
235.0,12,110.0,1.8644067796610169,6.069586523858839,11,1600.0,0.18927755518656006,0,45.0,0.6394027220494648,1,16.0,0.5171986122033497,12,1661.0
240.0,15,181.0,3.0677966101694913,6.254967505182957,14,1658.0,0.21050336228408248,0,4.0,0.7619382652824443,1,21.0,0.5492807934958542,15,1683.0
245.0,17,195.0,3.5454545454545454,5.635645226051513,15,1583.0,0.14977815930422628,0,2.0,0.7135076268614978,2,26.0,0.553027190933921,17,1611.0
250.0,18,179.0,3.314814814814815,4.896303096943563,17,1418.0,0.1059510099960644,0,2.0,0.8029539475608055,1,31.0,0.6073731759090065,18,1451.0
255.0,15,153.0,2.8867924528301887,4.000585841482421,12,1477.0,0.1019376246553226,2,7.0,0.45148498410677573,1,36.0,0.48142980719709794,15,1520.0
260.0,18,154.0,2.7017543859649122,4.274381098323483,10,1517.0,0.1431117981016273,6,28.0,0.26815329184143455,2,41.0,0.43815308798645614,18,1586.0
265.0,16,89.0,1.5344827586206897,4.230556063094253,11,1556.0,0.21713633126251772,5,42.0,0.11348822036323925,0,0.0,0.5328345864994557,16,1598.0
270.0,14,102.0,1.8214285714285714,4.873875665169054,11,1604.0,0.2130267676883927,1,30.0,0.2618924533853908,2,6.0,0.4865569781014576,14,1640.0
275.0,14,103.0,1.8392857142857142,4.4630766993793225,12,1529.0,0.1620999572930212,0,12.0,0.5634336894240796,2,8.0,0.4323515895839129,14,1549.0
280.0,18,105.0,1.8421052631578947,4.038543572421809,16,1341.0,0.13631552082341772,0,6.0,0.8170086022862808,1,4.0,0.35825501172790325,17,1351.0
285.0,19,108.0,1.8305084745762712,3.6556605969144296,14,1274.0,0.13102879188790315,0,2.0,0.794107485312501,4,17.0,0.27683493538452236,18,1293.0
290.0,23,126.0,2.032258064516129,3.565600362146558,11,1310.0,0.1509544274124094,2,5.0,0.421515596226538,9,48.0,0.15744575299744984,22,1363.0
295.0,23,117.0,1.8571428571428572,3.407895707873245,8,1341.0,0.19973690889597118,5,17.0,0.2799497077924926,10,93.0,0.11021198598433204,23,1451.0
300.0,26,155.0,2.3484848484848486,3.228898528429852,11,1378.0,0.22127671328058052,5,31.0,0.17461747047782208,10,142.0,0.08583688132840202,26,1551.0
305.0,28,201.0,2.9558823529411766,3.7237330166221576,14,1436.0,0.21875735071495395,7,41.0,0.26143201406239985,7,154.0,0.11959049811332431,28,1631.0
310.0,25,253.0,3.8333333333333335,4.106702586226831,17,1513.0,0.21446597408943904,4,61.0,0.25758236417479313,3,142.0,0.20273913308964336,24,1716.0
315.0,26,341.0,5.166666666666667,3.4444925622949745,20,1608.0,0.14721591659881653,5,84.0,0.16718147367724406,1,153.0,0.19522521612781912,26,1845.0
320.0,31,451.0,6.731343283582089,2.816614253887621,21,1708.0,0.16322315219823572,3,69.0,0.08241698870481051,7,171.0,0.08969476036924726,31,1948.0
325.0,30,481.0,7.4,2.163539473227317,20,1645.0,0.08981626361242113,4,81.0,0.09237383046694388,6,168.0,0.06212160670938679,30,1894.0
330.0,27,399.0,6.234375,2.373061470545549,18,1575.0,0.034081972468428395,6,108.0,0.1940696429514099,3,130.0,0.13736863633399155,27,1813.0
335.0,23,364.0,5.870967741935484,3.371909560275854,15,1653.0,0.11158654156830436,8,142.0,0.24182971717062202,0,79.0,0.30544871201205587,23,1874.0
340.0,20,276.0,4.451612903225806,4.59906420359038,13,1709.0,0.15643292849347398,7,129.0,0.2648601822816251,0,37.0,0.4827604777408242,20,1875.0
345.0,15,168.0,2.7096774193548385,5.039574549558062,13,1776.0,0.14784925289631337,2,107.0,0.4032577008344,0,8.0,0.576152734045254,15,1891.0
350.0,18,157.0,2.4153846153846152,5.801340867727745,16,1804.0,0.15470682014931397,1,70.0,0.5489379963302002,1,1.0,0.575578907978175,18,1875.0
355.0,16,200.0,3.278688524590164,6.201809332467092,15,1843.0,0.15525452195035033,1,62.0,0.6578495851407301,0,0.0,0.6407864870558387,16,1905.0
360.0,18,275.0,4.824561403508772,6.282445682809555,17,1903.0,0.17572546150185545,1,52.0,0.6014662880998825,0,0.0,0.6495346116644614,18,1955.0
365.0,20,369.0,6.833333333333333,6.328013219678126,18,1979.0,0.19576230800314798,1,54.0,0.5839981209095592,1,0.0,0.6741522107947757,20,2033.0
370.0,21,409.0,8.019607843137255,5.204016632339901,19,2055.0,0.1782911444609669,2,4.0,0.4498511564499681,0,0.0,0.6617322095004584,21,2059.0
375.0,27,532.0,10.431372549019608,3.721518793753774,18,2143.0,0.11470515143250998,6,28.0,0.23294797409872048,2,7.0,0.3994460521547429,26,2178.0
380.0,28,630.0,11.88679245283019,2.616037963907248,18,2233.0,0.0846152695358039,4,42.0,0.1201599077292988,5,22.0,0.28283411205319375,27,2297.0
385.0,29,745.0,14.326923076923077,3.2749575799861352,21,2334.0,0.15034832348249577,3,33.0,0.19205560283292036,4,44.0,0.4458606803675091,28,2411.0
390.0,26,814.0,15.074074074074074,3.225029353808108,21,2227.0,0.10504012671925374,0,18.0,0.43755758104446574,4,64.0,0.2344872648886118,25,2309.0
395.0,25,647.0,11.350877192982455,3.0859498625857182,15,2303.0,0.10862873109892987,0,21.0,0.6541177602758893,9,99.0,0.11965679601912485,24,2423.0
400.0,26,548.0,9.288135593220339,3.329386076681706,11,2341.0,0.15534787186936613,3,28.0,0.32131220491431345,11,148.0,0.14163820851570186,25,2517.0
405.0,29,442.0,7.366666666666666,2.9054133457628573,10,2379.0,0.1391407552825442,6,49.0,0.20585032673035478,12,208.0,0.11156037010557933,28,2636.0
410.0,34,449.0,7.360655737704918,3.2148729974041026,11,2427.0,0.19338773780568938,9,86.0,0.2020385640502528,13,268.0,0.15085763587798823,33,2781.0
415.0,38,627.0,10.45,2.8967999844016434,14,2489.0,0.16526391651099068,11,137.0,0.1842839350607508,12,328.0,0.13299863527237485,37,2954.0
420.0,39,576.0,9.290322580645162,2.863110379532442,19,2573.0,0.17212443082364534,11,192.0,0.08242348806774026,9,352.0,0.11867337056934832,39,3117.0
425.0,42,636.0,10.258064516129032,2.387832753458548,21,2675.0,0.14205906737405904,11,247.0,1.4264196523927704e-06,10,399.0,0.09038685114374265,42,3321.0
430.0,41,749.0,12.278688524590164,2.092883353566447,23,2786.0,0.06470651219002396,11,302.0,0.0,7,380.0,0.10767949849316721,41,3468.0
435.0,38,908.0,14.885245901639344,2.6684325588441182,24,2904.0,0.02132804363800163,11,359.0,0.1713050864929743,3,293.0,0.19333384298358272,38,3556.0
440.0,33,942.0,15.966101694915254,3.476994399556961,24,3024.0,0.05795314916327356,8,363.0,0.26979076879596764,1,167.0,0.37547244218399567,33,3554.0
445.0,29,905.0,15.083333333333334,4.893545180295852,26,3149.0,0.14152975844596338,3,300.0,0.3705700207254499,0,100.0,0.6755760238945394,29,3549.0
450.0,27,877.0,14.864406779661017,4.556851014239477,27,3011.0,0.08095927446141042,0,221.0,0.4823762192722872,0,2.0,0.6545315536648701,27,3234.0
455.0,21,607.0,10.116666666666667,4.386439536701106,20,3082.0,0.08856326550981615,0,114.0,0.664838626527249,1,0.0,0.6726700707760549,21,3196.0
460.0,14,373.0,6.114754098360656,5.147723670108598,14,3051.0,0.09618096878981822,0,41.0,0.6643930992801781,0,0.0,0.7207600726896481,14,3092.0
465.0,11,179.0,2.9344262295081966,5.870676770970989,11,3052.0,0.15798976325628944,0,0.0,0.6709741526154349,0,0.0,0.6557828476051694,11,3052.0
470.0,13,82.0,1.3666666666666667,6.40855344556338,12,3083.0,0.20553939514665182,0,0.0,0.6643598527100523,1,0.0,0.592663219930526,13,3083.0
475.0,14,140.0,2.5,6.4017700713027645,14,3131.0,0.1988684463093109,0,0.0,0.6508899824191076,0,0.0,0.6512855095476375,14,3131.0
480.0,19,213.0,3.9444444444444446,5.994046445232787,19,3206.0,0.2084194086140922,0,0.0,0.6870515403262389,0,0.0,0.5865861699481426,19,3206.0
485.0,20,304.0,5.428571428571429,6.375882999126968,19,3297.0,0.20462386676549607,0,0.0,0.7943355459312484,1,0.0,0.5974233141195373,20,3297.0
490.0,20,404.0,8.08,6.140926827051311,20,3397.0,0.15142572147316724,0,0.0,0.7283685737986502,0,0.0,0.678312085087087,20,3397.0
495.0,22,509.0,10.18,5.941502683041746,22,3502.0,0.06589422446358233,0,0.0,0.9385351508260519,0,0.0,0.714732242613466,22,3502.0
500.0,23,619.0,13.456521739130435,6.018610772658242,22,3612.0,0.14096026927478855,0,0.0,0.9166691346373255,1,0.0,0.6831477048122042,23,3612.0
505.0,22,729.0,16.953488372093023,5.309233443824601,22,3722.0,0.12746260916889324,0,0.0,0.8895847595297749,0,0.0,0.7316059731352118,22,3722.0
510.0,24,840.0,19.09090909090909,4.351348921138474,23,3832.0,0.1510204404557388,0,0.0,0.9138026528847195,1,1.0,0.39626106132760536,24,3833.0
515.0,26,965.0,23.536585365853657,3.307337667559844,22,3942.0,0.129776913381635,0,0.0,0.6588241406967829,4,16.0,0.28356928098086664,26,3958.0
520.0,25,1071.0,24.906976744186046,2.758588567868557,23,4056.0,0.08983931547388266,1,5.0,0.4426532338307891,1,15.0,0.22432350145313493,25,4076.0
525.0,24,1178.0,25.608695652173914,3.870452861759265,23,4171.0,0.04271110433961997,0,2.0,0.6836720602489835,1,4.0,0.348754354112,24,4177.0
530.0,24,1293.0,28.108695652173914,4.6042089990319,24,4288.0,0.11082732214241307,0,0.0,0.7805080521536,0,1.0,0.6014270359683409,24,4289.0
535.0,20,1173.0,23.93877551020408,5.7350833987726455,20,4060.0,0.20280840090208752,0,2.0,0.8409039814207625,0,0.0,0.6931475986841665,20,4062.0
540.0,22,901.0,17.326923076923077,5.114107752147904,19,3512.0,0.13364748703739182,1,3.0,0.6671472472083467,2,1.0,0.5898451069029077,22,3516.0
545.0,21,688.0,13.490196078431373,3.5096761693136758,16,3273.0,0.10287736342102219,4,15.0,0.29025968101843336,1,6.0,0.4926264120491277,21,3294.0
550.0,13,371.0,7.2745098039215685,3.416390310757591,10,3314.0,0.13833257709144683,3,23.0,0.21681694443551386,0,0.0,0.3309414955077913,13,3337.0
555.0,15,159.0,3.0,4.685509422319127,11,3354.0,0.18939451163366125,1,20.0,0.31089031464162653,3,11.0,0.3955340841053838,15,3385.0
560.0,9,49.0,0.9607843137254902,5.1983351337459345,7,3073.0,0.26605399822881476,1,16.0,0.48272470634589165,1,14.0,0.3711198879543902,9,3103.0
565.0,13,43.0,0.8113207547169812,3.299722077968602,9,2544.0,0.14671945549673218,1,11.0,0.39953772654844905,2,10.0,0.22637655189167707,12,2565.0
570.0,21,87.0,1.5818181818181818,2.9683943385083444,8,2333.0,0.1655308875751833,6,36.0,0.2476372896404509,6,24.0,0.22704347041712644,20,2393.0
575.0,21,107.0,1.8771929824561404,3.3712428172440916,9,2357.0,0.1730996946730337,5,49.0,0.18170580960254645,6,52.0,0.2706326305325051,20,2458.0
580.0,15,109.0,1.8793103448275863,3.8520242601368024,7,2384.0,0.22959161398964545,2,33.0,0.17141470767251699,6,84.0,0.26902822198356063,15,2501.0
585.0,18,106.0,1.7966101694915255,3.919852090792811,10,2424.0,0.22542013931016558,0,17.0,0.3547710954980268,8,113.0,0.11183450155187155,18,2554.0
590.0,16,100.0,1.7241379310344827,3.3817847598806496,11,2213.0,0.20273089969474944,0,14.0,0.4019029013661103,5,117.0,0.09854127934534551,16,2344.0
595.0,13,72.0,1.2203389830508475,3.181148569367474,12,1761.0,0.1453486436527211,0,13.0,0.35932950191633445,1,76.0,0.17008252566669663,13,1850.0
600.0,12,65.0,1.0655737704918034,3.4174111115324575,9,1568.0,0.13778811191702298,0,7.0,0.3974929486837176,2,70.0,0.2038957071690523,11,1645.0
605.0,13,60.0,0.9523809523809523,3.536085939311205,5,1590.0,0.17422421421372092,1,10.0,0.26487454715237574,6,88.0,0.24881094669667997,12,1688.0
610.0,18,109.0,1.7868852459016393,3.4391230623846814,6,1606.0,0.21832719913365298,3,19.0,0.17534769362250155,8,123.0,0.17077800158659792,17,1748.0
615.0,25,158.0,2.507936507936508,2.6536452411732285,10,1640.0,0.17953000919581957,5,40.0,0.09839662067615847,10,170.0,0.10135130992193994,25,1850.0
620.0,32,241.0,3.8870967741935485,2.799943055017868,13,1693.0,0.21272616669733568,9,78.0,0.09661579461198717,10,218.0,0.08507185610243716,32,1989.0
625.0,32,297.0,4.569230769230769,3.1492227000382558,17,1766.0,0.23069612859550834,9,108.0,0.10372181014299546,6,208.0,0.10147164174444605,32,2082.0
630.0,28,332.0,5.1875,3.304285292647808,19,1855.0,0.17613211966823084,5,141.0,0.2197665966331255,4,145.0,0.1897698671321792,28,2141.0
635.0,28,369.0,5.765625,3.263568983841132,26,1701.0,0.06473897614650917,2,130.0,0.31538145045697025,0,95.0,0.34416994646192983,28,1926.0
640.0,25,308.0,4.666666666666667,3.071436133042921,21,1808.0,0.11218276620050886,1,121.0,0.2512393426515718,3,86.0,0.28408631177444477,25,2015.0
645.0,21,210.0,3.230769230769231,2.3165184066094873,14,1864.0,0.10258069920347808,0,87.0,0.1894041726330687,7,111.0,0.13477682835448707,21,2062.0
650.0,20,134.0,2.0303030303030303,2.4194199465397124,10,1890.0,0.12834668651456776,2,93.0,0.1759212487645624,8,121.0,0.060438462660084444,20,2104.0
655.0,19,118.0,1.7878787878787878,3.309695348874501,11,1912.0,0.13985327006357148,4,110.0,0.21055227936601906,4,94.0,0.15415074692240946,19,2116.0
660.0,19,157.0,2.453125,4.028455967317013,15,1971.0,0.08483709995101302,4,100.0,0.20883428564016143,0,46.0,0.36740512249955143,19,2117.0
665.0,23,237.0,3.703125,4.698684177000913,21,2062.0,0.10875254470490486,2,74.0,0.3120783009755811,0,15.0,0.6049237100567822,23,2151.0
670.0,26,343.0,5.359375,4.854714238835749,26,2160.0,0.10896851666417795,0,25.0,0.4434851246369311,0,2.0,0.6167473734207471,26,2187.0
675.0,24,420.0,6.5625,5.312916180227425,23,2265.0,0.1477277517758032,0,14.0,0.661463935455863,1,0.0,0.5674182178556053,24,2279.0
680.0,24,518.0,8.491803278688524,5.1641473612470765,21,2351.0,0.14873730803450053,0,4.0,0.7642191948002512,2,4.0,0.3461032391460791,23,2359.0
685.0,25,627.0,9.796875,4.855389962650022,20,2437.0,0.19367902000477502,0,0.0,0.7420100422547367,4,18.0,0.22645973045610396,24,2455.0
690.0,32,763.0,11.921875,3.9607370180686123,21,2522.0,0.21034208615875105,1,1.0,0.44674131703097475,9,48.0,0.23905014501193977,31,2571.0
695.0,36,930.0,14.090909090909092,3.6717360140371356,20,2615.0,0.17260039050814316,5,18.0,0.3070050405698476,10,93.0,0.24882794781330034,35,2726.0
700.0,41,1123.0,16.514705882352942,3.204298111874362,21,2714.0,0.1638853711867475,8,51.0,0.13472547923377004,11,148.0,0.25979714499678513,40,2913.0
705.0,45,1258.0,18.231884057971016,2.2222438296414864,23,2820.0,0.11437214789051396,12,104.0,0.06963193700410936,10,200.0,0.16991774511920124,45,3124.0
710.0,48,1381.0,19.728571428571428,1.5211358714959633,27,2948.0,0.06252467229920776,12,164.0,0.03627016162931265,9,243.0,0.14120273648002762,48,3355.0
715.0,53,1544.0,20.864864864864863,1.3032492440620096,30,3088.0,0.03988668376931084,13,226.0,2.9661717177494454e-05,10,293.0,0.07975784336556552,53,3607.0
720.0,50,1651.0,22.013333333333332,1.791562215076403,30,3228.0,0.04186796328902166,9,250.0,0.022948790654983144,11,305.0,0.08013673849101347,50,3783.0
725.0,43,1687.0,22.7972972972973,2.695624012250325,32,3378.0,0.028938079981958593,6,286.0,0.1748089230288977,5,255.0,0.15459343062757896,43,3919.0
730.0,35,1710.0,24.428571428571427,3.021416825428807,31,3506.0,0.0,4,275.0,0.267614802957808,0,181.0,0.28438805511305165,35,3962.0
735.0,41,1778.0,26.53731343283582,1.668950710350589,27,3648.0,0.013176771173339517,10,317.0,0.07543502755174773,4,192.0,0.25377526360177083,41,4157.0
740.0,44,1885.0,28.134328358208954,0.8946809085916446,26,3778.0,0.009438689307465949,10,321.0,0.06419600053077197,8,223.0,0.07604963440503976,44,4322.0
745.0,43,1992.0,28.869565217391305,1.9614424530600663,30,3922.0,0.07328562208957395,3,222.0,0.29183027606120904,10,225.0,0.10638551320338412,43,4369.0
750.0,34,2070.0,29.571428571428573,3.0240391872910894,29,4030.0,0.09646730464491352,1,221.0,0.4654582219001271,4,165.0,0.1339961153071193,34,4416.0
755.0,29,2147.0,29.819444444444443,4.212331576751312,25,4085.0,0.10301352203247428,4,238.0,0.40621227807005206,0,59.0,0.3145922439684892,29,4382.0
760.0,26,2243.0,31.591549295774648,4.86461180457421,23,4168.0,0.1458582772773087,3,173.0,0.36811071362740516,0,29.0,0.570096956961311,26,4370.0
765.0,28,2362.0,34.231884057971016,5.024556606225827,26,4289.0,0.13041388315250757,1,104.0,0.4520466583228159,1,10.0,0.5979244022595154,28,4403.0
770.0,25,2478.0,36.44117647058823,5.348321643208958,24,4345.0,0.1318200073210496,1,20.0,0.6039766886566381,0,1.0,0.6232287822218542,25,4366.0
775.0,25,2597.0,38.76119402985075,5.2912479267577615,23,4401.0,0.13824623858438884,2,19.0,0.4846892469469151,0,0.0,0.6451157268677439,25,4420.0
780.0,26,2699.0,42.84126984126984,4.43773640947638,23,4511.0,0.12062980436429227,1,8.0,0.36556191604902694,2,2.0,0.5476459797744333,26,4521.0
785.0,31,2833.0,44.96825396825397,3.3751039535323613,23,4626.0,0.09427754434954408,5,23.0,0.12767076640673145,3,5.0,0.411443094817492,31,4654.0
790.0,33,2964.0,48.59016393442623,1.9316080075606994,23,4741.0,0.09592464448295074,4,37.0,0.07344797376390413,6,27.0,0.09876736955588299,33,4805.0
795.0,35,3072.0,49.54838709677419,2.4414066418278715,28,4867.0,0.10076294769685776,2,28.0,0.19709052795620577,5,47.0,0.2659271934903333,35,4942.0
800.0,28,3177.0,50.42857142857143,3.728672174099861,28,4998.0,0.10205979406723373,0,15.0,0.6029029209586784,0,22.0,0.29875859940981264,28,5035.0
805.0,25,3286.0,50.55384615384615,3.5482775687801937,25,5117.0,0.06995917105082998,0,10.0,0.701193596545244,0,13.0,0.2505210667991653,25,5140.0
810.0,34,3427.0,52.723076923076924,2.275935486456825,24,5229.0,0.0927454121594103,2,13.0,0.2464534779009793,8,33.0,0.1389662757077196,34,5275.0
815.0,38,3572.0,53.3134328358209,1.5943996105819764,24,5342.0,0.08813319124666866,7,40.0,0.08210167274310148,7,48.0,0.06546548312748354,38,5430.0
820.0,31,3665.0,54.701492537313435,2.442120127451226,24,5462.0,0.05792834814903564,4,57.0,0.2315270546166221,3,43.0,0.2352468635043554,31,5562.0
825.0,31,3786.0,56.507462686567166,3.8867870743430757,29,5598.0,0.07328818784259741,2,27.0,0.35361374825719677,0,21.0,0.4245141631161437,31,5646.0
830.0,29,3549.0,52.97014925373134,4.308148376149493,29,5291.0,0.108295422345833,0,24.0,0.5095107270607753,0,8.0,0.6298443210393955,29,5323.0
835.0,21,2707.0,40.40298507462686,4.160914703310784,21,5398.0,0.11730228306494392,0,18.0,0.5255252720696298,0,0.0,0.5158761527838526,21,5416.0
840.0,22,2070.0,31.363636363636363,4.284240355875109,19,5471.0,0.10596644705896317,0,10.0,0.5221786467591485,3,10.0,0.4740644453469003,22,5491.0
845.0,20,1424.0,21.575757575757574,4.255708585723608,19,5554.0,0.09571880358920817,0,2.0,0.5077423106910384,1,1.0,0.4083574752762536,20,5557.0
850.0,23,803.0,12.546875,3.92878970551679,18,5645.0,0.12155004177002793,0,0.0,0.48776028262554005,5,17.0,0.18831180574926137,23,5662.0
855.0,21,240.0,3.870967741935484,3.3785399883086775,17,5730.0,0.13790787231267598,0,0.0,0.4652760851571857,4,29.0,0.13258968133636567,21,5759.0
860.0,21,224.0,3.6129032258064515,3.899186197414951,17,5810.0,0.1026189357034449,3,6.0,0.4875046601868484,1,20.0,0.21391350121007804,21,5836.0
