step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,J1_stopped,J1_accumulated_waiting_time,J1_average_speed,J2_stopped,J2_accumulated_waiting_time,J2_average_speed,J3_stopped,J3_accumulated_waiting_time,J3_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
315.0,8,59.0,1.18,5.08436107932392,7,91.0,0.24026458955515623,1,46.0,0.3823659976312063,0,10.0,0.42769143368757384,8,147.0
320.0,16,57.0,1.0555555555555556,4.056174080716349,8,113.0,0.20162467891197236,6,72.0,0.23298356780285387,2,1.0,0.3510675000638403,16,186.0
325.0,16,58.0,1.0740740740740742,4.479729376613793,7,128.0,0.22091491620361403,7,85.0,0.16060047861576354,2,6.0,0.4504711677068713,16,219.0
330.0,9,43.0,0.8269230769230769,5.21032012456167,5,162.0,0.2766571061162808,3,63.0,0.19090716357499715,1,3.0,0.5438307923349862,9,228.0
335.0,12,76.0,1.4074074074074074,5.537170201136063,8,181.0,0.21966356269875,1,33.0,0.33737809511364464,3,13.0,0.37769239638059904,12,227.0
340.0,10,99.0,1.8333333333333333,5.6759672780833395,6,192.0,0.25476355704029563,1,19.0,0.5510373218520481,3,15.0,0.2937390453841865,10,226.0
345.0,8,131.0,2.425925925925926,6.7029506739401885,7,203.0,0.2752640938245408,1,18.0,0.717620636431013,0,5.0,0.2724114108500936,8,226.0
350.0,7,166.0,3.1923076923076925,7.034335567914601,6,217.0,0.31276614563230104,1,18.0,0.6481613256022445,0,1.0,0.35766783110660777,7,236.0
355.0,8,204.0,4.25,7.320251758462916,6,236.0,0.366565825529888,2,26.0,0.49041023349663143,0,0.0,0.49217891999139407,8,262.0
360.0,8,244.0,5.083333333333333,7.506490782576371,6,266.0,0.36674845362136166,2,36.0,0.44059103993519355,0,0.0,0.5350058521830392,8,302.0
365.0,11,112.0,2.382978723404255,4.477647423599398,6,219.0,0.2079680470799554,2,16.0,0.23875687068852156,3,2.0,0.2567019114068068,11,237.0
370.0,24,94.0,2.088888888888889,2.1220238906559836,7,134.0,0.1645866695257597,9,37.0,0.06509580680433086,8,33.0,0.18094992475156219,24,204.0
375.0,17,73.0,1.489795918367347,1.993481545954493,5,153.0,0.114378851604004,6,64.0,0.08624452068143822,6,57.0,0.13331986137155974,17,274.0
380.0,9,23.0,0.4339622641509434,4.5683432135893005,5,166.0,0.19670354088794798,3,54.0,0.2846194799775201,1,44.0,0.3135287840290849,9,264.0
385.0,7,35.0,0.6730769230769231,5.945140440652581,7,179.0,0.18645013883365633,0,28.0,0.4524813746867224,0,15.0,0.3961160629489587,7,222.0
390.0,9,51.0,1.02,5.44794475942571,5,191.0,0.16659709592549046,3,36.0,0.3454058129832442,1,2.0,0.5074290254944683,9,229.0
395.0,12,94.0,2.0,4.549656565212328,3,186.0,0.1594047113192441,8,65.0,0.1530270637908544,1,2.0,0.489685495661496,12,253.0
400.0,16,110.0,2.2448979591836733,3.363664646616348,5,194.0,0.1611075145653687,8,88.0,0.05078127416053816,3,4.0,0.24014995948729537,16,286.0
405.0,18,147.0,3.127659574468085,3.748450912302629,6,220.0,0.24025886933674673,7,83.0,0.13759403685098087,5,28.0,0.32399504272737484,18,331.0
410.0,9,128.0,2.723404255319149,4.641353213236567,7,238.0,0.20833227590838413,0,58.0,0.38629467320400185,2,33.0,0.2550944894906959,9,329.0
415.0,7,126.0,2.5714285714285716,6.220084692715608,6,260.0,0.30342718596208906,0,30.0,0.5793133416860805,1,7.0,0.2882275746790345,7,297.0
420.0,5,136.0,2.893617021276596,6.207288973088865,4,261.0,0.3448457546848446,1,21.0,0.43962784460988136,0,0.0,0.3426749587776834,5,282.0
425.0,10,167.0,3.630434782608696,5.115861184259819,3,268.0,0.3308946154322181,7,39.0,0.20509332456144294,0,0.0,0.4297626596857494,10,307.0
430.0,18,230.0,4.791666666666667,3.6923538100164532,4,276.0,0.30174001935921396,11,84.0,0.11573854788526373,2,1.0,0.3211874959153325,17,361.0
435.0,19,249.0,5.297872340425532,2.5112631755093062,4,294.0,0.1899988566833628,12,118.0,0.08914133161545257,3,10.0,0.2035315653174829,19,422.0
440.0,18,251.0,5.122448979591836,4.407111046962132,7,324.0,0.2839301918567409,7,100.0,0.1784590743217209,4,20.0,0.35726583499426945,18,444.0
445.0,15,278.0,5.450980392156863,5.676020587448149,8,347.0,0.3343616419647681,0,70.0,0.3360127185266637,7,40.0,0.26755281319021257,15,457.0
450.0,7,238.0,4.576923076923077,5.985389831581317,4,363.0,0.34660870079621575,0,67.0,0.3987810022578164,3,40.0,0.29263082014433883,7,470.0
455.0,12,262.0,5.346938775510204,5.44678975648922,4,355.0,0.4010428362180855,6,86.0,0.20170302862390768,2,35.0,0.3651904318612892,12,476.0
460.0,12,280.0,6.086956521739131,4.092849501090457,4,369.0,0.375001904016943,7,94.0,0.09273877056987967,1,15.0,0.43249565785950034,12,478.0
465.0,11,295.0,6.276595744680851,4.4705192877420235,7,400.0,0.2626524418901637,3,68.0,0.15834923941635304,1,18.0,0.5456443856330467,11,486.0
470.0,11,240.0,4.8,5.159793789857916,10,310.0,0.2561656859751435,0,21.0,0.3234312756078289,1,17.0,0.4380028196368933,11,348.0
475.0,8,19.0,0.36538461538461536,4.52862765225293,4,324.0,0.21605918278431374,2,31.0,0.35587378893906124,2,12.0,0.30519324240738493,8,367.0
480.0,13,54.0,1.0188679245283019,3.90990183651571,4,317.0,0.21769830171710686,7,57.0,0.16737846424992847,2,14.0,0.17392720013910604,13,388.0
485.0,15,87.0,1.74,3.3443470927270784,6,335.0,0.172338396616329,7,75.0,0.07883315439318997,2,24.0,0.26786128647944385,15,434.0
490.0,17,102.0,2.0816326530612246,3.4926838427782,9,378.0,0.18888262921543028,7,73.0,0.16075190080118185,1,6.0,0.35861525511090786,17,457.0
495.0,17,145.0,2.9,4.6732104779453785,11,421.0,0.2410258472623119,0,44.0,0.356444507887948,6,23.0,0.23133243630975528,17,488.0
500.0,14,167.0,3.2745098039215685,3.9759962215640585,7,455.0,0.2443669024966126,2,50.0,0.3262440893968297,5,39.0,0.10780194544138182,14,544.0
505.0,18,216.0,4.408163265306122,4.10002657097105,7,475.0,0.11967620562392108,8,79.0,0.16724749520189092,3,42.0,0.24447695640502284,18,596.0
510.0,13,141.0,2.9375,3.4454135953308054,6,342.0,0.08257929828553344,7,96.0,0.09111765043935385,0,27.0,0.3929882041106012,13,465.0
515.0,11,22.0,0.46808510638297873,4.170535577943999,4,362.0,0.3497181867688951,4,78.0,0.1383029774727764,3,31.0,0.4162353088853019,11,471.0
520.0,13,57.0,1.0961538461538463,5.313071524687457,8,385.0,0.3343077646722473,0,36.0,0.30823834889099117,5,47.0,0.33413172071094877,13,468.0
525.0,10,57.0,1.0178571428571428,6.922745079491373,7,413.0,0.388810568108266,0,25.0,0.6251207761222368,3,42.0,0.3930842408946124,10,480.0
530.0,8,81.0,1.528301886792453,7.425421986213941,7,429.0,0.357218911827649,0,7.0,0.7736786681392291,1,28.0,0.44806702571257173,8,464.0
535.0,11,120.0,2.3076923076923075,7.535113635141792,10,468.0,0.31787922811792446,0,1.0,0.8437640341143258,1,12.0,0.5119297782940904,11,481.0
540.0,11,171.0,3.6382978723404253,7.540422688734605,10,517.0,0.349564058459468,0,0.0,0.7158480265697534,1,4.0,0.58966209625501,11,521.0
545.0,12,226.0,4.913043478260869,6.999620030124201,11,567.0,0.26162647059836586,0,0.0,0.6396288978855837,1,7.0,0.45554701982775675,12,574.0
550.0,15,274.0,6.088888888888889,6.118840923302436,11,618.0,0.25040763175553277,0,0.0,0.6220686216185349,4,4.0,0.3370498005972341,15,622.0
555.0,16,351.0,8.560975609756097,5.270539630359103,11,673.0,0.23734483084310765,0,0.0,0.5435841712835021,5,26.0,0.3078548121617873,16,699.0
560.0,12,254.0,5.906976744186046,3.4924735029035805,9,523.0,0.19532883558460676,0,2.0,0.3638387786882901,3,34.0,0.16641531768860668,12,559.0
565.0,13,104.0,2.3636363636363638,4.723181062550733,9,385.0,0.21911470641516329,3,14.0,0.5147493941207251,1,14.0,0.23573381944255123,13,413.0
570.0,9,20.0,0.45454545454545453,3.852521447889889,4,402.0,0.229361046883043,2,16.0,0.36607097551420786,3,11.0,0.16815194636710198,9,429.0
575.0,13,49.0,1.0888888888888888,4.4106054583220065,6,408.0,0.2425319478560191,0,5.0,0.45030665969301237,7,37.0,0.22290942016040896,13,450.0
580.0,14,75.0,1.7045454545454546,3.9408773594340114,7,425.0,0.15123799524697745,0,0.0,0.5359026206408427,7,56.0,0.15781203450807704,14,481.0
585.0,11,100.0,2.2222222222222223,4.82970965401932,9,469.0,0.19339679878091326,0,2.0,0.6473396401341929,2,43.0,0.1794402885244255,11,514.0
590.0,10,143.0,3.4878048780487805,5.958196661685496,9,514.0,0.30180517445064614,0,0.0,0.6536416373653654,1,17.0,0.2682613118422338,10,531.0
595.0,12,194.0,4.7317073170731705,7.094646563842608,11,560.0,0.2727992527854456,0,0.0,0.8073575131721279,1,12.0,0.5635953571642434,12,572.0
600.0,12,251.0,5.976190476190476,7.264598388081718,10,610.0,0.3547161210881148,0,0.0,0.8970763608825431,1,13.0,0.4854664752053569,11,623.0
605.0,13,293.0,6.976190476190476,6.006571853645661,10,660.0,0.3608878130435522,0,0.0,0.8326422537641264,3,11.0,0.25175175880998285,13,671.0
610.0,14,231.0,5.372093023255814,3.4675703598420355,9,586.0,0.1056693270468837,0,2.0,0.6018851234769104,5,28.0,0.12781138292034097,14,616.0
615.0,14,92.0,1.9166666666666667,3.4257270470706533,7,406.0,0.17955870998808499,3,10.0,0.39027204121158543,4,35.0,0.1351727305723951,14,451.0
620.0,5,8.0,0.15384615384615385,5.669471040315765,4,415.0,0.23618595784262753,0,14.0,0.503235538352631,1,17.0,0.34954110560900875,5,446.0
625.0,6,19.0,0.36538461538461536,8.118684776324598,5,420.0,0.36558394476278305,1,5.0,0.6032244722886693,0,6.0,0.5675198327415568,6,431.0
630.0,8,56.0,1.0980392156862746,7.68687756075335,7,442.0,0.25334311961170636,1,10.0,0.6293358161862417,0,2.0,0.5332951388143495,8,454.0
635.0,13,110.0,2.2448979591836733,6.059513961016343,9,486.0,0.285236901033338,2,17.0,0.512139725579095,2,3.0,0.34292732094115946,13,506.0
640.0,18,185.0,3.9361702127659575,5.464034588700389,9,531.0,0.3489172723294411,2,27.0,0.33218196708771897,7,23.0,0.16760903502632005,18,581.0
645.0,15,132.0,2.75,4.235867066536174,7,474.0,0.27207628601027567,1,16.0,0.18269915017827165,7,45.0,0.10539587807669841,15,535.0
650.0,10,48.0,1.0666666666666667,4.355394291243542,6,320.0,0.17228866073540267,2,15.0,0.5802606808068954,2,37.0,0.20884403603679844,10,372.0
655.0,7,22.0,0.4782608695652174,5.091577443912266,4,334.0,0.23933675543932426,2,15.0,0.4496322153264185,1,23.0,0.3332172061678511,7,372.0
660.0,7,28.0,0.5957446808510638,6.280984777889996,5,336.0,0.26619639376891596,0,8.0,0.6019698372125262,1,28.0,0.31621260948421026,6,372.0
665.0,13,80.0,1.702127659574468,5.91200931160715,8,359.0,0.32070942221578297,0,2.0,0.5672028843692845,4,45.0,0.21880170492079382,12,406.0
670.0,19,157.0,3.4130434782608696,4.905715285737504,7,394.0,0.3327619950252264,2,6.0,0.4291339260479308,9,78.0,0.14384638639015485,18,478.0
675.0,26,265.0,5.888888888888889,3.6447950210699602,7,429.0,0.18193940507463846,6,24.0,0.2114578528455216,12,128.0,0.1394875301063462,25,581.0
680.0,32,407.0,9.044444444444444,2.3098739013505107,8,464.0,0.0452321845935857,12,71.0,0.06874792056401208,11,183.0,0.11542396144029202,31,718.0
685.0,30,456.0,9.702127659574469,2.8022745670507416,4,376.0,0.2823668575303124,13,133.0,0.11518397698796688,12,238.0,0.16368152350117432,29,747.0
690.0,23,368.0,7.510204081632653,2.735000339382773,3,388.0,0.37360035927945423,11,170.0,0.04843938217638994,9,290.0,0.14537560973155497,23,848.0
695.0,28,357.0,6.611111111111111,3.6138352000423457,8,415.0,0.3017896768319509,11,218.0,0.11795434926556744,9,334.0,0.17401556395575662,28,967.0
700.0,25,354.0,6.2105263157894735,3.960429689520411,9,459.0,0.3129742867585912,11,273.0,0.05912940770626752,5,320.0,0.22133084252001764,25,1052.0
705.0,20,291.0,4.932203389830509,4.714439595394576,12,515.0,0.21022955836452173,6,282.0,0.19784449457351294,2,251.0,0.30931071997913867,20,1048.0
710.0,22,232.0,4.142857142857143,4.382627246796389,16,582.0,0.1022156404708231,4,304.0,0.2493364994916292,2,190.0,0.3855462771621399,22,1076.0
715.0,18,214.0,3.754385964912281,5.0417799759793045,12,631.0,0.2156855866296637,2,241.0,0.331412572449919,4,135.0,0.43146346826864995,18,1007.0
720.0,13,237.0,4.232142857142857,5.300465834495188,10,661.0,0.21921031786036713,0,179.0,0.391449800453224,3,60.0,0.40013476426431344,13,900.0
725.0,13,255.0,4.396551724137931,4.1898044906286005,10,691.0,0.1634453305064235,2,185.0,0.2750962920632426,1,45.0,0.2987101930645811,13,921.0
730.0,25,350.0,6.0344827586206895,3.181603012520377,10,724.0,0.07324816087319083,8,210.0,0.08589973347160479,7,54.0,0.15541477929652409,25,988.0
735.0,20,390.0,6.724137931034483,3.3596501077977483,10,761.0,0.08939910865822676,6,201.0,0.060783684563306614,4,43.0,0.2414901664518879,20,1005.0
740.0,18,422.0,7.275862068965517,4.194568686461735,13,822.0,0.17196314129165097,2,127.0,0.347207727044445,2,45.0,0.33537080136410913,17,994.0
745.0,23,462.0,7.9655172413793105,3.3568673341265107,16,738.0,0.11516530841498213,0,20.0,0.5160665427529101,6,59.0,0.23884352329270545,22,817.0
750.0,23,269.0,4.559322033898305,2.594782665636831,11,783.0,0.06763777204059114,2,29.0,0.35749581560138805,9,99.0,0.2045700947015442,22,911.0
755.0,25,138.0,2.262295081967213,2.447058352554442,8,790.0,0.11174498453944294,7,53.0,0.139647989115065,10,144.0,0.16586351560255264,25,987.0
760.0,31,154.0,2.40625,2.567817854477978,8,805.0,0.1468399077265705,12,96.0,0.06817657848276722,11,196.0,0.08141580109720521,31,1097.0
765.0,28,169.0,2.6,2.8258514421342937,12,847.0,0.24115971878865683,8,108.0,0.07057290580257773,7,199.0,0.08826795415673326,27,1154.0
770.0,24,197.0,3.0307692307692307,3.4530408695479404,13,906.0,0.2184787693793732,6,135.0,0.24393237515739297,4,214.0,0.09830779199766718,23,1255.0
775.0,29,274.0,4.28125,3.138864972551599,18,983.0,0.1964130256061971,4,150.0,0.24564107554489656,6,227.0,0.12545859625218286,28,1360.0
780.0,35,377.0,5.890625,3.141499990040801,18,1046.0,0.16270920655996685,7,177.0,0.23470638042554798,9,264.0,0.1584017552655736,34,1487.0
785.0,41,533.0,8.2,2.65902108352621,18,1132.0,0.11074533186002997,10,221.0,0.20190710893171865,12,318.0,0.14469958571927843,40,1671.0
790.0,43,625.0,9.328358208955224,1.7926460385935192,21,1226.0,0.07142010689960501,11,275.0,0.16026450422260333,11,369.0,0.14818103409385505,43,1870.0
795.0,44,730.0,10.895522388059701,1.1127987491482245,23,1333.0,0.04160637195652139,12,331.0,0.007413440815293497,9,416.0,0.13483428950973209,44,2080.0
800.0,44,847.0,12.27536231884058,1.7193899717962167,25,1447.0,0.06518422706417909,13,395.0,1.1319799795735243e-05,6,391.0,0.13927767712399652,44,2233.0
805.0,35,881.0,12.768115942028986,3.082234765809975,23,1546.0,0.06683635743483027,8,389.0,0.2263444078540416,4,295.0,0.19641183616913052,35,2230.0
810.0,28,875.0,13.257575757575758,4.240472889896095,24,1660.0,0.1200165685328344,3,356.0,0.30415905867305193,1,164.0,0.33504281082852155,28,2180.0
815.0,24,853.0,13.328125,5.1961437051281845,22,1712.0,0.116870740638292,0,312.0,0.37643624837809386,2,100.0,0.5266119190842758,24,2124.0
820.0,21,613.0,10.216666666666667,3.599210171821196,17,1599.0,0.06911176271533613,3,325.0,0.23188447972385623,1,17.0,0.5076201108215198,21,1941.0
825.0,22,251.0,4.482142857142857,1.8351449621778713,13,1477.0,0.051864351174929796,9,356.0,0.12462833680228844,0,3.0,0.21064268182649032,22,1836.0
830.0,27,122.0,2.033333333333333,1.6357706310493547,12,1532.0,0.07690057136309601,8,340.0,0.04157047764981684,7,20.0,0.10676220265668408,27,1892.0
835.0,24,145.0,2.338709677419355,3.813983801424573,18,1589.0,0.15534999753623652,3,244.0,0.19791303817206243,3,34.0,0.3320066008228516,24,1867.0
840.0,20,200.0,3.225806451612903,5.2159179301525525,20,1597.0,0.17933192452660576,0,100.0,0.5929356916876987,0,17.0,0.38560476910403985,20,1714.0
845.0,20,205.0,3.4745762711864407,5.0659079365226045,17,1620.0,0.1977462733530057,0,16.0,0.6350008356451708,3,20.0,0.2756871809915663,20,1656.0
850.0,27,257.0,4.508771929824562,2.8790196141864115,14,1501.0,0.18560246836781744,2,19.0,0.3295775955235776,11,58.0,0.08124577565068958,27,1578.0
855.0,31,320.0,5.614035087719298,2.5326419064840535,14,1463.0,0.1974561043233434,7,43.0,0.1489065237950266,10,89.0,0.05698777050742714,31,1595.0
860.0,22,339.0,5.65,3.4527132383985477,16,1431.0,0.13758719265819186,3,50.0,0.2623274345893487,3,76.0,0.18296069834949144,22,1557.0
865.0,17,397.0,6.844827586206897,4.7862270721624975,16,1510.0,0.15802047639178635,1,26.0,0.3605316956115308,0,41.0,0.406883867513213,17,1577.0
870.0,15,467.0,8.051724137931034,5.95581782879848,15,1534.0,0.15642417652650456,0,14.0,0.5156092874750025,0,19.0,0.6324696193370329,15,1567.0
875.0,17,543.0,9.526315789473685,5.563936141814384,16,1550.0,0.17905025875422545,0,8.0,0.5487804212143903,0,3.0,0.6112544996094958,16,1561.0
880.0,19,624.0,11.142857142857142,4.5616335977124045,15,1625.0,0.19622168963056114,1,5.0,0.49537198784573966,3,7.0,0.27134871746683176,19,1637.0
885.0,22,725.0,12.5,3.998829318489974,15,1700.0,0.2046478285122744,1,8.0,0.5043190094644338,6,28.0,0.13117466953477222,22,1736.0
890.0,21,615.0,9.919354838709678,3.11528680488262,13,1533.0,0.18505901084414125,1,15.0,0.30147429467177167,7,45.0,0.11610439134749077,21,1593.0
