run,time,traffic_light_id,action
1,1845.0,J3,0
1,1850.0,J1,0
1,1850.0,J2,0
1,1850.0,J3,0
1,1855.0,J1,0
1,1855.0,J2,0
1,1855.0,J3,0
1,1860.0,J1,1
1,1860.0,J2,0
1,1860.0,J3,0
1,1865.0,J1,0
1,1865.0,J2,0
1,1865.0,J3,0
1,1870.0,J1,0
1,1870.0,J2,1
1,1870.0,J3,0
1,1875.0,J1,0
1,1875.0,J2,0
1,1875.0,J3,0
1,1880.0,J1,0
1,1880.0,J2,0
1,1880.0,J3,0
1,1885.0,J1,0
1,1885.0,J2,0
1,1885.0,J3,0
1,1890.0,J1,0
1,1890.0,J2,0
1,1890.0,J3,0
1,1895.0,J1,1
1,1895.0,J2,1
1,1895.0,J3,0
1,1900.0,J1,0
1,1900.0,J2,0
1,1900.0,J3,0
1,1905.0,J1,0
1,1905.0,J2,0
1,1905.0,J3,0
1,1910.0,J1,0
1,1910.0,J2,0
1,1910.0,J3,0
1,1915.0,J1,0
1,1915.0,J2,0
1,1915.0,J3,0
1,1920.0,J1,0
1,1920.0,J2,0
1,1920.0,J3,0
1,1925.0,J1,0
1,1925.0,J2,0
1,1925.0,J3,1
1,1930.0,J1,0
1,1930.0,J2,1
1,1930.0,J3,0
1,1935.0,J1,0
1,1935.0,J2,1
1,1935.0,J3,0
1,1940.0,J1,0
1,1940.0,J2,0
1,1940.0,J3,0
1,1945.0,J1,1
1,1945.0,J2,0
1,1945.0,J3,0
1,1950.0,J1,0
1,1950.0,J2,0
1,1950.0,J3,0
1,1955.0,J1,0
1,1955.0,J2,0
1,1955.0,J3,1
1,1960.0,J1,0
1,1960.0,J2,1
1,1960.0,J3,0
1,1965.0,J1,0
1,1965.0,J2,0
1,1965.0,J3,1
1,1970.0,J1,0
1,1970.0,J2,0
1,1970.0,J3,0
1,1975.0,J1,0
1,1975.0,J2,0
1,1975.0,J3,0
1,1980.0,J1,1
1,1980.0,J2,0
1,1980.0,J3,0
1,1985.0,J1,0
1,1985.0,J2,1
1,1985.0,J3,0
1,1990.0,J1,0
1,1990.0,J2,0
1,1990.0,J3,1
1,1995.0,J1,0
1,1995.0,J2,0
1,1995.0,J3,1
1,2000.0,J1,0
1,2000.0,J2,0
1,2000.0,J3,1
1,2005.0,J1,0
1,2005.0,J2,0
1,2005.0,J3,0
1,2010.0,J1,0
1,2010.0,J2,0
1,2010.0,J3,1
1,2015.0,J1,1
