Czas(s),Calkowity czas oczekiwania(s)
7825.0,385.0
7830.0,400.0
7835.0,385.0
7840.0,320.0
7845.0,310.0
7850.0,280.0
7855.0,230.0
7860.0,250.0
7865.0,275.0
7870.0,175.0
7875.0,155.0
7880.0,185.0
7885.0,225.0
7890.0,225.0
7895.0,215.0
7900.0,210.0
7905.0,205.0
7910.0,255.0
7915.0,285.0
7920.0,290.0
7925.0,290.0
7930.0,250.0
7935.0,265.0
7940.0,295.0
7945.0,275.0
7950.0,285.0
7955.0,270.0
7960.0,315.0
7965.0,340.0
7970.0,285.0
7975.0,290.0
7980.0,315.0
7985.0,305.0
7990.0,300.0
7995.0,255.0
8000.0,285.0
8005.0,300.0
8010.0,305.0
8015.0,310.0
8020.0,320.0
8025.0,340.0
8030.0,365.0
8035.0,350.0
8040.0,350.0
8045.0,350.0
8050.0,385.0
8055.0,360.0
8060.0,385.0
8065.0,315.0
8070.0,335.0
8075.0,385.0
8080.0,380.0
8085.0,380.0
8090.0,390.0
8095.0,425.0
8100.0,430.0
8105.0,380.0
8110.0,315.0
8115.0,300.0
8120.0,305.0
8125.0,270.0
8130.0,235.0
8135.0,190.0
8140.0,175.0
8145.0,150.0
8150.0,125.0
8155.0,145.0
8160.0,130.0
8165.0,120.0
8170.0,130.0
8175.0,160.0
8180.0,190.0
8185.0,180.0
8190.0,200.0
8195.0,190.0
8200.0,180.0
8205.0,235.0
8210.0,265.0
8215.0,285.0
8220.0,325.0
8225.0,365.0
8230.0,385.0
8235.0,435.0
8240.0,405.0
8245.0,390.0
8250.0,400.0
8255.0,395.0
8260.0,355.0
8265.0,370.0
8270.0,355.0
8275.0,310.0
8280.0,315.0
8285.0,340.0
8290.0,345.0
8295.0,310.0
8300.0,290.0
8305.0,275.0
8310.0,260.0
8315.0,295.0
8320.0,295.0
8325.0,300.0
8330.0,260.0
8335.0,270.0
8340.0,290.0
8345.0,275.0
8350.0,305.0
8355.0,240.0
8360.0,190.0
8365.0,195.0
8370.0,195.0
8375.0,190.0
8380.0,215.0
8385.0,180.0
8390.0,205.0
8395.0,240.0
8400.0,245.0
8405.0,255.0
8410.0,275.0
8415.0,320.0
8420.0,295.0
8425.0,300.0
8430.0,300.0
8435.0,230.0
8440.0,250.0
8445.0,215.0
8450.0,245.0
8455.0,210.0
8460.0,205.0
8465.0,190.0
8470.0,210.0
8475.0,205.0
8480.0,180.0
8485.0,150.0
8490.0,175.0
8495.0,185.0
8500.0,180.0
8505.0,200.0
8510.0,215.0
8515.0,210.0
8520.0,210.0
8525.0,195.0
8530.0,250.0
8535.0,290.0
8540.0,320.0
8545.0,335.0
8550.0,355.0
8555.0,310.0
8560.0,300.0
8565.0,315.0
8570.0,335.0
8575.0,365.0
8580.0,380.0
8585.0,420.0
8590.0,450.0
8595.0,475.0
8600.0,455.0
8605.0,450.0
8610.0,450.0
8615.0,400.0
8620.0,380.0
8625.0,370.0
8630.0,355.0
8635.0,375.0
8640.0,395.0
8645.0,415.0
8650.0,320.0
8655.0,240.0
8660.0,250.0
8665.0,250.0
8670.0,240.0
8675.0,265.0
8680.0,265.0
8685.0,165.0
8690.0,170.0
8695.0,195.0
8700.0,190.0
8705.0,175.0
8710.0,185.0
8715.0,185.0
8720.0,215.0
8725.0,160.0
8730.0,175.0
8735.0,180.0
8740.0,200.0
8745.0,200.0
8750.0,205.0
8755.0,210.0
8760.0,195.0
8765.0,200.0
8770.0,225.0
8775.0,180.0
8780.0,200.0
8785.0,205.0
8790.0,205.0
8795.0,230.0
8800.0,250.0
8805.0,225.0
8810.0,260.0
8815.0,295.0
8820.0,315.0
8825.0,325.0
8830.0,260.0
8835.0,240.0
8840.0,285.0
8845.0,320.0
8850.0,355.0
8855.0,400.0
8860.0,440.0
8865.0,475.0
8870.0,475.0
8875.0,495.0
8880.0,450.0
8885.0,475.0
8890.0,515.0
8895.0,525.0
8900.0,495.0
8905.0,530.0
8910.0,550.0
8915.0,590.0
8920.0,480.0
8925.0,500.0
8930.0,480.0
8935.0,545.0
8940.0,550.0
8945.0,560.0
8950.0,575.0
8955.0,585.0
8960.0,570.0
8965.0,615.0
8970.0,620.0
8975.0,595.0
8980.0,640.0
8985.0,560.0
8990.0,540.0
8995.0,465.0
9000.0,445.0
9005.0,460.0
9010.0,475.0
9015.0,490.0
9020.0,405.0
9025.0,435.0
9030.0,450.0
9035.0,490.0
9040.0,525.0
9045.0,490.0
9050.0,395.0
9055.0,405.0
9060.0,390.0
9065.0,350.0
9070.0,295.0
9075.0,290.0
9080.0,300.0
9085.0,260.0
9090.0,260.0
9095.0,270.0
9100.0,295.0
9105.0,285.0
9110.0,215.0
9115.0,245.0
9120.0,265.0
9125.0,250.0
9130.0,290.0
9135.0,305.0
9140.0,290.0
9145.0,300.0
9150.0,325.0
9155.0,305.0
9160.0,215.0
9165.0,175.0
9170.0,85.0
9175.0,95.0
9180.0,110.0
9185.0,95.0
9190.0,110.0
9195.0,110.0
9200.0,110.0
9205.0,145.0
9210.0,160.0
9215.0,155.0
9220.0,175.0
9225.0,195.0
9230.0,210.0
9235.0,185.0
9240.0,200.0
9245.0,205.0
9250.0,205.0
9255.0,220.0
9260.0,245.0
9265.0,210.0
9270.0,195.0
9275.0,195.0
9280.0,200.0
9285.0,175.0
9290.0,185.0
9295.0,170.0
9300.0,190.0
9305.0,175.0
9310.0,200.0
9315.0,190.0
9320.0,195.0
9325.0,210.0
9330.0,130.0
9335.0,140.0
9340.0,170.0
9345.0,185.0
9350.0,165.0
9355.0,185.0
9360.0,160.0
9365.0,185.0
9370.0,205.0
9375.0,235.0
9380.0,235.0
9385.0,260.0
9390.0,290.0
9395.0,350.0
9400.0,360.0
9405.0,345.0
9410.0,280.0
9415.0,245.0
9420.0,260.0
9425.0,245.0
9430.0,260.0
9435.0,235.0
9440.0,260.0
9445.0,220.0
9450.0,230.0
9455.0,255.0
9460.0,250.0
9465.0,230.0
9470.0,240.0
9475.0,230.0
9480.0,260.0
9485.0,280.0
9490.0,285.0
9495.0,280.0
9500.0,335.0
9505.0,275.0
9510.0,290.0
9515.0,305.0
9520.0,310.0
9525.0,335.0
9530.0,320.0
9535.0,315.0
9540.0,310.0
9545.0,260.0
9550.0,215.0
9555.0,260.0
9560.0,285.0
9565.0,270.0
9570.0,295.0
9575.0,275.0
9580.0,295.0
9585.0,300.0
9590.0,275.0
9595.0,265.0
9600.0,245.0
9605.0,230.0
9610.0,270.0
9615.0,305.0
9620.0,225.0
9625.0,245.0
9630.0,255.0
9635.0,265.0
9640.0,255.0
9645.0,230.0
9650.0,265.0
9655.0,250.0
9660.0,285.0
9665.0,310.0
9670.0,310.0
9675.0,295.0
9680.0,315.0
9685.0,285.0
9690.0,310.0
9695.0,335.0
9700.0,380.0
9705.0,430.0
9710.0,440.0
9715.0,460.0
9720.0,430.0
9725.0,460.0
9730.0,445.0
9735.0,470.0
9740.0,480.0
9745.0,495.0
9750.0,515.0
9755.0,455.0
9760.0,440.0
9765.0,415.0
9770.0,375.0
9775.0,400.0
9780.0,420.0
9785.0,440.0
9790.0,450.0
9795.0,490.0
9800.0,530.0
9805.0,490.0
9810.0,465.0
9815.0,440.0
9820.0,440.0
9825.0,450.0
9830.0,405.0
9835.0,380.0
9840.0,370.0
9845.0,310.0
9850.0,320.0
9855.0,245.0
9860.0,220.0
9865.0,225.0
9870.0,215.0
9875.0,240.0
9880.0,210.0
9885.0,200.0
9890.0,215.0
9895.0,210.0
9900.0,230.0
9905.0,235.0
9910.0,270.0
9915.0,280.0
9920.0,315.0
9925.0,305.0
9930.0,310.0
9935.0,335.0
9940.0,325.0
9945.0,320.0
9950.0,325.0
9955.0,300.0
9960.0,325.0
9965.0,210.0
9970.0,215.0
9975.0,235.0
9980.0,205.0
9985.0,220.0
9990.0,245.0
9995.0,270.0
10000.0,300.0
10005.0,325.0
10010.0,340.0
10015.0,345.0
10020.0,290.0
10025.0,310.0
10030.0,320.0
10035.0,285.0
10040.0,265.0
10045.0,255.0
10050.0,245.0
10055.0,195.0
10060.0,185.0
10065.0,155.0
10070.0,135.0
10075.0,110.0
10080.0,100.0
10085.0,115.0
10090.0,110.0
10095.0,115.0
10100.0,115.0
10105.0,115.0
10110.0,110.0
10115.0,120.0
10120.0,155.0
10125.0,195.0
10130.0,185.0
10135.0,175.0
10140.0,160.0
10145.0,125.0
10150.0,120.0
10155.0,100.0
10160.0,110.0
10165.0,125.0
10170.0,140.0
10175.0,175.0
10180.0,140.0
10185.0,150.0
10190.0,190.0
10195.0,215.0
10200.0,235.0
10205.0,235.0
10210.0,225.0
10215.0,200.0
10220.0,135.0
10225.0,150.0
10230.0,160.0
10235.0,195.0
10240.0,225.0
10245.0,230.0
10250.0,180.0
10255.0,195.0
10260.0,210.0
10265.0,210.0
10270.0,150.0
10275.0,135.0
10280.0,160.0
10285.0,140.0
10290.0,140.0
10295.0,155.0
10300.0,170.0
10305.0,190.0
10310.0,200.0
10315.0,210.0
10320.0,240.0
10325.0,230.0
10330.0,255.0
10335.0,295.0
10340.0,300.0
10345.0,305.0
10350.0,295.0
10355.0,300.0
10360.0,315.0
10365.0,335.0
10370.0,330.0
10375.0,340.0
10380.0,375.0
10385.0,400.0
10390.0,435.0
10395.0,425.0
10400.0,425.0
10405.0,345.0
10410.0,370.0
10415.0,385.0
10420.0,345.0
10425.0,300.0
10430.0,285.0
10435.0,305.0
10440.0,315.0
10445.0,270.0
10450.0,240.0
10455.0,240.0
10460.0,260.0
10465.0,275.0
10470.0,260.0
10475.0,290.0
10480.0,330.0
10485.0,370.0
10490.0,375.0
10495.0,360.0
10500.0,365.0
10505.0,395.0
10510.0,425.0
10515.0,455.0
10520.0,480.0
10525.0,520.0
10530.0,490.0
10535.0,465.0
10540.0,440.0
10545.0,395.0
10550.0,335.0
10555.0,250.0
10560.0,180.0
10565.0,185.0
10570.0,175.0
10575.0,180.0
10580.0,205.0
10585.0,175.0
10590.0,125.0
10595.0,145.0
10600.0,175.0
10605.0,220.0
10610.0,220.0
10615.0,220.0
10620.0,220.0
10625.0,230.0
10630.0,245.0
10635.0,215.0
10640.0,245.0
10645.0,260.0
10650.0,270.0
10655.0,300.0
10660.0,290.0
10665.0,325.0
10670.0,320.0
10675.0,340.0
10680.0,315.0
10685.0,335.0
10690.0,300.0
10695.0,310.0
10700.0,240.0
10705.0,270.0
10710.0,275.0
10715.0,310.0
10720.0,340.0
10725.0,375.0
10730.0,410.0
10735.0,445.0
10740.0,485.0
10745.0,480.0
10750.0,480.0
10755.0,455.0
10760.0,475.0
10765.0,500.0
10770.0,530.0
10775.0,480.0
10780.0,430.0
10785.0,375.0
10790.0,340.0
10795.0,335.0
10800.0,250.0
10805.0,280.0
10810.0,235.0
10815.0,240.0
10820.0,285.0
10825.0,330.0
10830.0,375.0
10835.0,415.0
10840.0,390.0
10845.0,390.0
10850.0,355.0
10855.0,360.0
10860.0,315.0
10865.0,255.0
10870.0,230.0
10875.0,230.0
10880.0,195.0
10885.0,195.0
10890.0,205.0
10895.0,230.0
10900.0,160.0
10905.0,175.0
10910.0,150.0
10915.0,130.0
10920.0,85.0
10925.0,85.0
10930.0,110.0
10935.0,130.0
10940.0,170.0
10945.0,200.0
10950.0,235.0
10955.0,270.0
10960.0,280.0
10965.0,285.0
10970.0,260.0
10975.0,285.0
10980.0,305.0
10985.0,370.0
10990.0,430.0
10995.0,425.0
11000.0,425.0
11005.0,380.0
11010.0,375.0
11015.0,405.0
11020.0,450.0
11025.0,460.0
11030.0,450.0
11035.0,360.0
11040.0,325.0
11045.0,340.0
11050.0,310.0
11055.0,280.0
11060.0,275.0
11065.0,240.0
11070.0,270.0
11075.0,300.0
11080.0,260.0
11085.0,280.0
11090.0,290.0
11095.0,300.0
11100.0,280.0
11105.0,280.0
11110.0,210.0
11115.0,235.0
11120.0,245.0
11125.0,270.0
11130.0,315.0
11135.0,355.0
11140.0,400.0
11145.0,415.0
11150.0,455.0
11155.0,455.0
11160.0,465.0
11165.0,410.0
11170.0,410.0
11175.0,375.0
11180.0,430.0
11185.0,385.0
11190.0,310.0
11195.0,300.0
11200.0,255.0
11205.0,260.0
11210.0,255.0
11215.0,230.0
11220.0,180.0
11225.0,155.0
11230.0,155.0
11235.0,135.0
11240.0,150.0
11245.0,150.0
11250.0,155.0
11255.0,185.0
11260.0,205.0
11265.0,175.0
11270.0,180.0
11275.0,205.0
11280.0,190.0
11285.0,245.0
11290.0,285.0
11295.0,270.0
11300.0,285.0
11305.0,310.0
11310.0,305.0
11315.0,340.0
11320.0,310.0
11325.0,250.0
11330.0,275.0
11335.0,250.0
11340.0,280.0
11345.0,315.0
11350.0,350.0
11355.0,280.0
11360.0,295.0
11365.0,300.0
11370.0,315.0
11375.0,300.0
11380.0,305.0
11385.0,235.0
11390.0,250.0
11395.0,280.0
11400.0,300.0
11405.0,290.0
11410.0,280.0
11415.0,320.0
11420.0,335.0
11425.0,330.0
11430.0,350.0
11435.0,260.0
11440.0,285.0
11445.0,260.0
11450.0,250.0
11455.0,265.0
11460.0,280.0
11465.0,255.0
11470.0,275.0
11475.0,285.0
11480.0,310.0
11485.0,215.0
11490.0,205.0
11495.0,250.0
11500.0,225.0
11505.0,245.0
11510.0,250.0
11515.0,255.0
11520.0,285.0
11525.0,310.0
11530.0,305.0
11535.0,275.0
11540.0,305.0
11545.0,325.0
11550.0,310.0
11555.0,320.0
11560.0,355.0
11565.0,375.0
11570.0,390.0
11575.0,400.0
11580.0,395.0
11585.0,330.0
11590.0,295.0
11595.0,295.0
11600.0,275.0
11605.0,320.0
11610.0,340.0
11615.0,360.0
11620.0,335.0
11625.0,330.0
11630.0,325.0
11635.0,325.0
11640.0,340.0
11645.0,325.0
11650.0,295.0
11655.0,320.0
11660.0,330.0
11665.0,340.0
11670.0,295.0
11675.0,230.0
11680.0,225.0
11685.0,215.0
11690.0,250.0
11695.0,275.0
11700.0,285.0
11705.0,260.0
11710.0,275.0
11715.0,270.0
11720.0,225.0
11725.0,240.0
11730.0,180.0
11735.0,190.0
11740.0,190.0
11745.0,210.0
11750.0,165.0
11755.0,170.0
11760.0,195.0
11765.0,135.0
11770.0,120.0
11775.0,135.0
11780.0,95.0
11785.0,125.0
11790.0,120.0
11795.0,155.0
11800.0,195.0
11805.0,205.0
11810.0,245.0
11815.0,285.0
11820.0,330.0
11825.0,385.0
11830.0,370.0
11835.0,405.0
11840.0,375.0
11845.0,345.0
11850.0,360.0
11855.0,345.0
11860.0,285.0
11865.0,295.0
11870.0,305.0
11875.0,335.0
11880.0,225.0
11885.0,195.0
11890.0,120.0
11895.0,130.0
11900.0,170.0
11905.0,195.0
11910.0,215.0
11915.0,240.0
11920.0,270.0
11925.0,270.0
11930.0,310.0
11935.0,345.0
11940.0,370.0
11945.0,365.0
11950.0,370.0
11955.0,340.0
11960.0,365.0
11965.0,310.0
11970.0,225.0
11975.0,255.0
11980.0,185.0
11985.0,220.0
11990.0,225.0
11995.0,185.0
12000.0,150.0
12005.0,165.0
12010.0,195.0
12015.0,235.0
12020.0,255.0
12025.0,260.0
12030.0,250.0
12035.0,250.0
12040.0,280.0
12045.0,275.0
12050.0,275.0
12055.0,270.0
12060.0,265.0
12065.0,255.0
12070.0,225.0
12075.0,210.0
12080.0,220.0
12085.0,205.0
12090.0,250.0
12095.0,290.0
12100.0,330.0
12105.0,335.0
12110.0,355.0
12115.0,320.0
12120.0,340.0
12125.0,345.0
12130.0,355.0
12135.0,320.0
12140.0,310.0
12145.0,245.0
12150.0,240.0
12155.0,210.0
12160.0,225.0
12165.0,240.0
12170.0,265.0
12175.0,260.0
12180.0,265.0
12185.0,280.0
12190.0,250.0
12195.0,250.0
12200.0,235.0
12205.0,250.0
12210.0,205.0
12215.0,185.0
12220.0,185.0
12225.0,135.0
12230.0,155.0
12235.0,190.0
12240.0,190.0
12245.0,190.0
12250.0,190.0
12255.0,220.0
12260.0,255.0
12265.0,270.0
12270.0,260.0
12275.0,275.0
12280.0,315.0
12285.0,325.0
12290.0,335.0
12295.0,360.0
12300.0,400.0
12305.0,360.0
12310.0,375.0
12315.0,380.0
12320.0,370.0
12325.0,310.0
12330.0,355.0
12335.0,365.0
12340.0,360.0
12345.0,395.0
12350.0,450.0
12355.0,475.0
12360.0,495.0
12365.0,460.0
12370.0,465.0
12375.0,460.0
12380.0,455.0
12385.0,465.0
12390.0,475.0
12395.0,495.0
12400.0,505.0
12405.0,440.0
12410.0,360.0
12415.0,360.0
12420.0,345.0
12425.0,390.0
12430.0,410.0
12435.0,435.0
12440.0,405.0
12445.0,435.0
12450.0,420.0
12455.0,445.0
12460.0,400.0
12465.0,370.0
12470.0,375.0
12475.0,405.0
12480.0,430.0
12485.0,420.0
12490.0,435.0
12495.0,405.0
12500.0,425.0
12505.0,445.0
12510.0,470.0
12515.0,380.0
12520.0,320.0
12525.0,320.0
12530.0,280.0
12535.0,245.0
12540.0,270.0
12545.0,190.0
12550.0,200.0
12555.0,215.0
12560.0,220.0
12565.0,200.0
12570.0,185.0
12575.0,200.0
12580.0,160.0
12585.0,170.0
12590.0,170.0
12595.0,170.0
12600.0,130.0
12605.0,155.0
12610.0,165.0
12615.0,160.0
12620.0,155.0
12625.0,175.0
12630.0,195.0
12635.0,205.0
12640.0,210.0
12645.0,245.0
12650.0,260.0
12655.0,290.0
12660.0,275.0
12665.0,270.0
12670.0,240.0
12675.0,290.0
12680.0,310.0
12685.0,325.0
12690.0,360.0
12695.0,320.0
12700.0,325.0
12705.0,355.0
12710.0,355.0
12715.0,355.0
12720.0,295.0
12725.0,320.0
12730.0,335.0
12735.0,280.0
12740.0,300.0
12745.0,315.0
12750.0,340.0
12755.0,390.0
12760.0,430.0
12765.0,435.0
12770.0,455.0
12775.0,465.0
12780.0,450.0
12785.0,435.0
12790.0,465.0
12795.0,520.0
12800.0,550.0
12805.0,630.0
12810.0,685.0
12815.0,705.0
12820.0,730.0
12825.0,705.0
12830.0,690.0
12835.0,715.0
12840.0,560.0
12845.0,495.0
12850.0,460.0
12855.0,445.0
12860.0,440.0
12865.0,330.0
12870.0,340.0
12875.0,335.0
12880.0,350.0
12885.0,355.0
12890.0,315.0
12895.0,210.0
12900.0,235.0
12905.0,250.0
12910.0,190.0
12915.0,155.0
12920.0,165.0
12925.0,160.0
12930.0,155.0
12935.0,135.0
12940.0,145.0
12945.0,135.0
12950.0,135.0
12955.0,155.0
12960.0,155.0
12965.0,180.0
12970.0,185.0
12975.0,200.0
12980.0,195.0
12985.0,215.0
12990.0,250.0
12995.0,280.0
13000.0,315.0
13005.0,345.0
13010.0,375.0
13015.0,385.0
13020.0,405.0
13025.0,395.0
13030.0,395.0
13035.0,320.0
13040.0,325.0
13045.0,340.0
13050.0,335.0
13055.0,345.0
13060.0,350.0
13065.0,365.0
13070.0,405.0
13075.0,410.0
13080.0,420.0
13085.0,435.0
13090.0,445.0
13095.0,425.0
13100.0,370.0
13105.0,410.0
13110.0,440.0
13115.0,370.0
13120.0,395.0
13125.0,360.0
13130.0,310.0
13135.0,305.0
13140.0,315.0
13145.0,370.0
13150.0,395.0
13155.0,420.0
13160.0,375.0
13165.0,410.0
13170.0,395.0
13175.0,365.0
13180.0,310.0
13185.0,235.0
13190.0,195.0
13195.0,210.0
13200.0,190.0
13205.0,155.0
13210.0,150.0
13215.0,135.0
13220.0,135.0
13225.0,140.0
13230.0,160.0
13235.0,170.0
13240.0,160.0
13245.0,115.0
13250.0,135.0
13255.0,155.0
13260.0,155.0
13265.0,135.0
13270.0,150.0
13275.0,140.0
13280.0,185.0
13285.0,205.0
13290.0,185.0
13295.0,180.0
13300.0,185.0
13305.0,210.0
13310.0,255.0
13315.0,260.0
13320.0,290.0
13325.0,290.0
13330.0,315.0
13335.0,335.0
13340.0,290.0
13345.0,285.0
13350.0,280.0
13355.0,285.0
13360.0,285.0
13365.0,315.0
13370.0,340.0
13375.0,355.0
13380.0,265.0
13385.0,280.0
13390.0,285.0
13395.0,230.0
13400.0,235.0
13405.0,220.0
13410.0,255.0
13415.0,235.0
13420.0,250.0
13425.0,195.0
13430.0,180.0
13435.0,200.0
13440.0,225.0
13445.0,235.0
13450.0,230.0
13455.0,225.0
13460.0,190.0
13465.0,210.0
13470.0,235.0
13475.0,260.0
13480.0,315.0
13485.0,305.0
13490.0,320.0
13495.0,340.0
13500.0,360.0
13505.0,330.0
13510.0,310.0
13515.0,320.0
13520.0,270.0
13525.0,305.0
13530.0,345.0
13535.0,365.0
13540.0,340.0
13545.0,350.0
13550.0,370.0
13555.0,340.0
13560.0,315.0
13565.0,385.0
13570.0,370.0
13575.0,405.0
13580.0,435.0
13585.0,400.0
13590.0,425.0
13595.0,440.0
13600.0,440.0
13605.0,450.0
13610.0,460.0
13615.0,495.0
13620.0,505.0
13625.0,555.0
13630.0,605.0
13635.0,635.0
13640.0,680.0
13645.0,705.0
13650.0,730.0
13655.0,595.0
13660.0,560.0
13665.0,580.0
13670.0,500.0
13675.0,530.0
13680.0,545.0
13685.0,530.0
13690.0,565.0
13695.0,535.0
13700.0,505.0
13705.0,490.0
13710.0,465.0
13715.0,495.0
13720.0,505.0
13725.0,365.0
13730.0,370.0
13735.0,395.0
13740.0,430.0
13745.0,395.0
13750.0,405.0
13755.0,420.0
13760.0,385.0
13765.0,430.0
13770.0,460.0
13775.0,520.0
13780.0,565.0
13785.0,580.0
13790.0,620.0
13795.0,615.0
13800.0,630.0
13805.0,435.0
13810.0,450.0
13815.0,475.0
13820.0,495.0
13825.0,520.0
13830.0,510.0
13835.0,440.0
13840.0,420.0
13845.0,410.0
13850.0,345.0
13855.0,260.0
13860.0,240.0
13865.0,225.0
13870.0,230.0
13875.0,210.0
13880.0,205.0
13885.0,225.0
13890.0,230.0
13895.0,190.0
13900.0,195.0
13905.0,220.0
13910.0,185.0
13915.0,170.0
13920.0,160.0
13925.0,160.0
13930.0,190.0
13935.0,205.0
13940.0,205.0
13945.0,215.0
13950.0,235.0
13955.0,235.0
13960.0,240.0
13965.0,250.0
13970.0,225.0
13975.0,195.0
13980.0,225.0
13985.0,190.0
13990.0,215.0
13995.0,235.0
14000.0,220.0
14005.0,205.0
14010.0,245.0
14015.0,250.0
14020.0,290.0
14025.0,325.0
14030.0,315.0
14035.0,340.0
14040.0,370.0
14045.0,390.0
14050.0,295.0
14055.0,290.0
14060.0,305.0
14065.0,335.0
14070.0,355.0
14075.0,330.0
14080.0,260.0
14085.0,265.0
14090.0,320.0
14095.0,350.0
14100.0,385.0
14105.0,415.0
14110.0,425.0
14115.0,425.0
14120.0,470.0
14125.0,485.0
14130.0,480.0
14135.0,480.0
14140.0,500.0
14145.0,495.0
14150.0,450.0
14155.0,460.0
14160.0,475.0
14165.0,470.0
14170.0,470.0
14175.0,405.0
14180.0,375.0
14185.0,320.0
14190.0,335.0
14195.0,260.0
14200.0,290.0
14205.0,305.0
14210.0,280.0
14215.0,240.0
14220.0,245.0
14225.0,290.0
14230.0,300.0
14235.0,320.0
14240.0,295.0
14245.0,320.0
14250.0,285.0
14255.0,275.0
14260.0,260.0
14265.0,260.0
14270.0,220.0
14275.0,230.0
14280.0,230.0
14285.0,260.0
14290.0,200.0
14295.0,210.0
14300.0,215.0
14305.0,260.0
14310.0,310.0
14315.0,310.0
14320.0,340.0
14325.0,365.0
14330.0,410.0
14335.0,395.0
14340.0,360.0
14345.0,415.0
14350.0,425.0
14355.0,465.0
14360.0,490.0
14365.0,480.0
14370.0,490.0
14375.0,495.0
14380.0,470.0
14385.0,490.0
14390.0,490.0
14395.0,405.0
14400.0,430.0
14405.0,445.0
14410.0,435.0
14415.0,425.0
14420.0,495.0
14425.0,515.0
14430.0,505.0
14435.0,540.0
14440.0,560.0
14445.0,415.0
14450.0,420.0
14455.0,350.0
14460.0,305.0
14465.0,310.0
14470.0,265.0
14475.0,305.0
14480.0,280.0
14485.0,290.0
14490.0,320.0
14495.0,285.0
14500.0,305.0
14505.0,345.0
14510.0,350.0
14515.0,375.0
14520.0,405.0
14525.0,405.0
14530.0,350.0
14535.0,350.0
14540.0,295.0
14545.0,270.0
14550.0,270.0
14555.0,305.0
14560.0,315.0
14565.0,245.0
14570.0,260.0
14575.0,265.0
14580.0,275.0
14585.0,185.0
14590.0,170.0
14595.0,150.0
14600.0,85.0
14605.0,90.0
14610.0,115.0
14615.0,140.0
14620.0,120.0
14625.0,145.0
14630.0,165.0
14635.0,180.0
14640.0,170.0
14645.0,180.0
14650.0,180.0
14655.0,190.0
14660.0,220.0
14665.0,255.0
14670.0,255.0
14675.0,260.0
14680.0,230.0
14685.0,250.0
14690.0,255.0
14695.0,270.0
14700.0,315.0
14705.0,335.0
14710.0,320.0
14715.0,265.0
14720.0,275.0
14725.0,170.0
14730.0,165.0
14735.0,160.0
14740.0,140.0
14745.0,155.0
14750.0,180.0
14755.0,190.0
14760.0,190.0
14765.0,225.0
14770.0,220.0
14775.0,230.0
14780.0,220.0
14785.0,250.0
14790.0,290.0
14795.0,300.0
14800.0,305.0
14805.0,315.0
14810.0,335.0
14815.0,335.0
14820.0,345.0
14825.0,380.0
14830.0,410.0
14835.0,380.0
14840.0,365.0
14845.0,385.0
14850.0,405.0
14855.0,405.0
14860.0,405.0
14865.0,380.0
14870.0,285.0
14875.0,335.0
14880.0,345.0
14885.0,375.0
14890.0,415.0
14895.0,420.0
14900.0,390.0
14905.0,415.0
14910.0,420.0
14915.0,420.0
14920.0,460.0
14925.0,465.0
14930.0,410.0
14935.0,365.0
14940.0,345.0
14945.0,370.0
14950.0,410.0
14955.0,395.0
14960.0,415.0
14965.0,380.0
14970.0,320.0
14975.0,310.0
14980.0,280.0
14985.0,210.0
14990.0,230.0
14995.0,225.0
15000.0,180.0
15005.0,190.0
15010.0,210.0
15015.0,225.0
15020.0,265.0
15025.0,285.0
15030.0,300.0
15035.0,350.0
15040.0,340.0
15045.0,395.0
15050.0,415.0
15055.0,430.0
15060.0,445.0
15065.0,475.0
15070.0,425.0
15075.0,460.0
15080.0,385.0
15085.0,380.0
15090.0,415.0
15095.0,425.0
15100.0,435.0
15105.0,390.0
15110.0,330.0
15115.0,345.0
15120.0,385.0
15125.0,420.0
15130.0,395.0
15135.0,365.0
15140.0,350.0
15145.0,350.0
15150.0,340.0
15155.0,320.0
15160.0,325.0
15165.0,315.0
15170.0,310.0
15175.0,305.0
15180.0,325.0
15185.0,270.0
15190.0,285.0
15195.0,220.0
15200.0,220.0
15205.0,235.0
15210.0,230.0
15215.0,205.0
15220.0,205.0
15225.0,155.0
15230.0,150.0
15235.0,165.0
15240.0,155.0
15245.0,135.0
15250.0,135.0
15255.0,170.0
15260.0,185.0
15265.0,190.0
15270.0,165.0
15275.0,195.0
15280.0,180.0
15285.0,150.0
15290.0,175.0
15295.0,190.0
15300.0,185.0
15305.0,185.0
15310.0,155.0
15315.0,160.0
15320.0,125.0
15325.0,150.0
15330.0,160.0
15335.0,175.0
15340.0,190.0
15345.0,170.0
15350.0,175.0
15355.0,190.0
15360.0,155.0
15365.0,165.0
15370.0,165.0
15375.0,175.0
15380.0,170.0
15385.0,175.0
15390.0,145.0
15395.0,150.0
15400.0,130.0
15405.0,150.0
15410.0,135.0
15415.0,150.0
15420.0,185.0
15425.0,190.0
15430.0,220.0
15435.0,250.0
15440.0,260.0
15445.0,305.0
15450.0,310.0
15455.0,280.0
15460.0,290.0
15465.0,310.0
15470.0,315.0
15475.0,240.0
15480.0,240.0
15485.0,260.0
15490.0,260.0
15495.0,255.0
15500.0,240.0
15505.0,245.0
15510.0,240.0
15515.0,270.0
15520.0,295.0
15525.0,345.0
15530.0,350.0
15535.0,300.0
15540.0,245.0
15545.0,230.0
15550.0,250.0
15555.0,225.0
15560.0,240.0
15565.0,230.0
15570.0,265.0
15575.0,275.0
15580.0,270.0
15585.0,280.0
