Krok	CzasOczekiwania(s)	ZatrzymanePojazdy	SredniaPredkosc(m/s)
174	3.00	3	7.44
175	0.00	0	7.45
176	0.00	0	7.46
177	3.00	3	7.64
178	6.00	3	7.79
179	9.00	3	7.88
180	15.00	6	7.77
181	24.00	9	7.86
182	36.00	12	7.93
183	51.00	15	7.87
184	66.00	15	7.86
185	84.00	18	8.04
186	72.00	15	8.13
187	60.00	15	8.26
188	39.00	6	8.34
189	21.00	3	8.22
190	24.00	3	8.37
191	0.00	0	8.20
192	0.00	0	8.02
193	0.00	0	8.02
194	0.00	0	8.06
195	0.00	0	7.99
196	0.00	0	7.70
197	0.00	0	7.54
198	0.00	0	7.61
199	0.00	0	7.32
200	0.00	0	7.25
201	3.00	3	7.50
202	0.00	0	7.48
203	0.00	0	7.43
204	3.00	3	7.59
205	0.00	0	7.43
206	0.00	0	7.62
207	0.00	0	7.71
208	0.00	0	7.66
209	0.00	0	7.76
210	0.00	0	7.79
211	0.00	0	7.86
212	3.00	3	7.84
213	3.00	3	7.67
214	6.00	3	7.57
215	9.00	3	7.37
216	0.00	0	7.35
217	0.00	0	7.26
218	0.00	0	7.25
219	0.00	0	7.10
220	0.00	0	7.26
221	0.00	0	7.36
222	0.00	0	7.64
223	0.00	0	7.82
224	0.00	0	7.97
225	0.00	0	8.31
226	0.00	0	8.69
227	0.00	0	8.47
228	0.00	0	8.40
229	3.00	3	8.45
230	3.00	3	8.61
231	3.00	3	8.55
232	3.00	3	8.67
233	3.00	3	8.66
234	3.00	3	8.78
235	9.00	6	8.75
236	12.00	6	8.58
237	6.00	6	8.39
238	0.00	0	8.32
239	0.00	0	8.38
240	0.00	0	8.45
241	0.00	0	8.71
242	3.00	3	8.98
243	0.00	0	8.99
244	0.00	0	9.02
245	3.00	3	9.01
246	3.00	3	9.13
247	0.00	0	8.93
248	0.00	0	8.98
249	0.00	0	8.86
250	0.00	0	8.96
251	0.00	0	9.07
252	0.00	0	9.22
253	0.00	0	9.52
254	0.00	0	9.69
255	0.00	0	9.56
256	0.00	0	9.54
257	0.00	0	9.45
258	0.00	0	9.63
259	0.00	0	9.51
260	0.00	0	9.37
261	0.00	0	9.39
262	6.00	6	9.40
263	6.00	3	9.52
264	9.00	3	9.34
265	12.00	3	9.19
266	15.00	3	9.03
267	18.00	3	8.88
268	21.00	3	8.71
269	0.00	0	8.81
270	0.00	0	8.78
271	0.00	0	8.57
272	0.00	0	8.41
273	3.00	3	8.51
274	6.00	3	8.60
275	9.00	3	8.69
276	15.00	6	8.61
277	0.00	0	8.52
278	0.00	0	8.53
279	0.00	0	8.03
280	0.00	0	7.85
281	3.00	3	7.56
282	9.00	6	7.71
283	18.00	9	7.83
284	18.00	9	8.07
285	21.00	9	8.19
286	30.00	9	8.21
287	30.00	9	8.13
288	39.00	9	8.10
289	27.00	9	7.99
290	18.00	6	7.82
291	15.00	3	7.74
292	21.00	6	7.94
293	21.00	3	7.91
294	27.00	6	7.76
295	33.00	6	7.62
296	39.00	6	7.26
297	48.00	9	7.13
298	42.00	6	6.82
299	48.00	12	6.55
300	57.00	12	6.59
301	69.00	12	6.62
302	87.00	18	6.75
303	102.00	18	7.00
304	117.00	18	7.16
305	138.00	21	7.41
306	159.00	21	7.46
307	120.00	21	7.29
308	105.00	15	6.89
309	126.00	21	6.85
310	147.00	21	6.61
311	171.00	24	6.64
312	201.00	30	6.75
313	237.00	36	6.97
314	258.00	30	7.02
315	288.00	30	7.16
316	321.00	33	7.41
317	324.00	30	7.53
318	330.00	27	7.57
319	339.00	27	7.41
320	348.00	21	7.45
321	303.00	21	7.45
322	258.00	24	7.47
323	207.00	18	7.53
324	159.00	15	7.60
325	108.00	12	7.60
326	69.00	12	7.85
327	36.00	12	7.91
328	21.00	6	7.81
329	12.00	3	8.03
330	0.00	0	8.35
331	0.00	0	8.54
332	3.00	3	8.52
333	3.00	3	8.60
334	0.00	0	8.35
335	0.00	0	7.99
336	0.00	0	8.20
337	3.00	3	8.13
338	12.00	9	7.92
339	21.00	9	7.81
340	12.00	6	7.88
341	6.00	3	7.75
342	6.00	6	7.85
343	6.00	3	7.61
344	12.00	6	7.50
345	18.00	6	7.26
346	27.00	9	7.22
347	39.00	12	7.30
348	51.00	15	7.25
349	63.00	15	7.30
350	42.00	9	7.37
351	33.00	12	7.32
352	21.00	9	7.37
353	12.00	6	7.35
354	18.00	6	7.52
355	9.00	3	7.47
356	3.00	3	7.44
357	3.00	3	7.65
358	0.00	0	7.62
359	0.00	0	7.58
360	0.00	0	7.42
361	3.00	3	7.50
362	6.00	3	7.54
363	12.00	6	7.28
364	15.00	6	7.29
365	24.00	9	7.19
366	24.00	15	7.19
367	30.00	15	7.10
368	27.00	12	7.12
369	33.00	15	6.90
370	39.00	12	7.00
371	45.00	12	6.99
372	54.00	12	6.80
373	72.00	18	6.86
374	90.00	21	6.86
375	117.00	27	6.80
376	141.00	30	6.87
377	156.00	24	6.92
378	144.00	24	6.96
379	135.00	27	7.00
380	117.00	21	6.76
381	114.00	24	6.55
382	117.00	30	6.29
383	123.00	33	6.05
384	126.00	30	6.23
385	165.00	39	6.35
386	177.00	42	6.46
387	177.00	42	6.61
388	174.00	36	6.70
389	159.00	33	6.60
390	117.00	21	6.68
391	84.00	18	6.74
392	57.00	15	6.88
393	75.00	18	6.91
394	66.00	18	7.06
395	60.00	18	7.14
396	57.00	18	7.15
397	78.00	21	7.28
398	78.00	21	7.21
399	72.00	21	7.12
400	75.00	21	6.99
401	75.00	18	6.93
402	81.00	24	6.61
403	90.00	21	6.49
404	111.00	21	6.48
405	81.00	18	6.35
406	60.00	18	6.37
407	30.00	9	6.32
408	24.00	12	6.59
409	39.00	15	6.80
410	45.00	18	6.83
411	54.00	18	6.95
412	66.00	18	6.87
413	84.00	21	6.85
414	105.00	24	6.53
415	129.00	24	6.48
416	147.00	24	6.07
417	174.00	30	6.11
418	165.00	30	6.04
419	162.00	30	5.81
420	156.00	27	5.89
421	135.00	24	6.05
422	117.00	24	6.15
423	93.00	21	6.16
424	72.00	18	6.48
425	51.00	12	6.65
426	42.00	15	6.79
427	36.00	12	6.92
428	48.00	12	6.65
429	42.00	12	6.70
430	33.00	9	6.72
431	27.00	9	6.71
432	18.00	6	6.86
433	15.00	9	6.98
434	15.00	9	7.00
435	9.00	6	7.09
436	9.00	6	7.25
437	9.00	6	7.14
438	6.00	6	7.12
439	9.00	6	7.13
440	3.00	3	7.07
441	9.00	6	7.14
442	9.00	6	7.13
443	3.00	3	7.27
444	0.00	0	7.25
445	0.00	0	7.53
446	0.00	0	7.20
447	0.00	0	7.49
448	3.00	3	7.54
449	0.00	0	7.62
450	0.00	0	7.75
451	0.00	0	7.79
452	0.00	0	7.63
453	0.00	0	7.74
454	0.00	0	7.74
455	3.00	3	7.65
456	6.00	3	7.75
457	9.00	3	7.93
458	15.00	6	8.10
459	21.00	6	8.19
460	27.00	6	8.28
461	36.00	9	8.12
462	39.00	6	7.95
463	51.00	12	7.68
464	63.00	12	7.50
465	42.00	9	7.21
466	39.00	6	6.74
467	45.00	6	6.73
468	57.00	12	6.73
469	66.00	12	6.61
470	72.00	9	6.50
471	84.00	12	6.38
472	96.00	12	6.39
473	108.00	12	6.54
474	120.00	12	6.56
475	132.00	12	6.44
476	144.00	12	6.38
477	99.00	12	6.33
478	63.00	9	6.22
479	39.00	9	6.05
480	24.00	12	6.15
481	30.00	9	6.33
482	42.00	12	6.55
483	54.00	12	6.79
484	66.00	12	6.71
485	81.00	15	6.73
486	96.00	15	6.82
487	105.00	15	6.89
488	114.00	12	7.05
489	126.00	12	7.13
490	138.00	12	7.26
491	150.00	12	7.05
492	162.00	12	7.02
493	177.00	15	6.67
494	189.00	15	6.67
495	198.00	12	6.55
496	210.00	12	6.29
497	228.00	18	6.17
498	240.00	15	6.14
499	186.00	12	6.12
500	132.00	9	6.31
501	75.00	6	6.27
502	18.00	3	6.13
503	0.00	0	6.19
504	0.00	0	6.43
505	0.00	0	6.46
506	3.00	3	6.79
507	0.00	0	6.73
508	3.00	3	6.82
509	3.00	3	6.85
510	3.00	3	7.01
511	3.00	3	7.12
512	0.00	0	6.95
513	0.00	0	6.63
514	0.00	0	6.43
515	0.00	0	6.62
516	3.00	3	6.94
517	6.00	3	7.15
518	12.00	6	7.45
519	21.00	9	7.57
520	33.00	12	7.66
521	48.00	15	7.79
522	42.00	12	7.60
523	48.00	21	7.60
524	45.00	15	7.48
525	36.00	12	7.27
526	30.00	9	7.06
527	27.00	9	6.77
528	21.00	9	6.84
529	18.00	9	6.60
530	33.00	15	6.47
531	42.00	21	6.48
532	51.00	21	6.45
533	60.00	18	6.58
534	63.00	18	6.70
535	78.00	18	6.51
536	78.00	15	6.12
537	72.00	15	5.99
538	63.00	12	6.18
539	60.00	18	6.35
540	54.00	15	6.55
541	60.00	18	6.59
542	66.00	15	6.51
543	75.00	18	6.49
544	87.00	21	6.41
545	102.00	21	6.39
546	117.00	21	6.53
547	132.00	21	6.25
548	87.00	18	6.50
549	99.00	21	6.56
550	108.00	21	6.55
551	114.00	15	6.52
552	123.00	15	6.58
553	132.00	12	6.52
554	102.00	12	6.29
555	72.00	12	6.19
556	39.00	9	6.15
557	15.00	6	6.22
558	3.00	3	6.26
559	12.00	9	6.33
560	0.00	0	6.37
561	0.00	0	6.26
562	3.00	3	6.20
563	6.00	3	6.14
564	12.00	6	6.19
565	21.00	9	6.04
566	36.00	18	5.97
567	36.00	9	5.92
568	48.00	12	5.94
569	51.00	12	5.88
570	54.00	9	5.84
571	69.00	15	6.04
572	87.00	18	6.03
573	108.00	21	6.04
574	120.00	21	6.09
575	120.00	18	5.65
576	126.00	21	5.54
577	138.00	21	5.61
578	156.00	24	5.61
579	165.00	18	5.64
580	174.00	15	5.62
581	192.00	18	5.68
582	207.00	18	5.82
583	219.00	15	5.78
584	234.00	15	5.92
585	249.00	15	5.94
586	264.00	15	6.03
587	282.00	18	6.00
588	294.00	15	6.13
589	309.00	15	6.09
590	324.00	15	5.99
591	339.00	15	5.86
592	357.00	18	5.94
593	375.00	18	6.06
594	393.00	18	6.06
595	414.00	21	5.97
596	429.00	18	5.84
597	450.00	21	5.82
598	474.00	24	5.68
599	501.00	27	5.38
600	519.00	24	5.30
601	537.00	24	5.08
602	555.00	21	5.09
603	582.00	27	4.98
604	609.00	27	4.92
605	642.00	33	5.04
606	663.00	30	4.79
607	687.00	30	4.79
608	720.00	33	4.50
609	756.00	36	4.47
610	795.00	39	4.15
611	837.00	42	4.04
612	792.00	42	4.03
613	795.00	36	4.05
614	807.00	39	4.15
615	819.00	36	4.19
616	828.00	36	4.33
617	834.00	33	4.43
618	837.00	27	4.43
619	849.00	24	4.29
620	858.00	21	4.63
621	870.00	24	4.59
622	888.00	21	4.73
623	915.00	27	5.05
624	942.00	27	5.35
625	969.00	27	5.46
626	978.00	24	5.49
627	990.00	24	5.64
628	1008.00	21	5.60
629	1008.00	18	5.66
630	1029.00	21	5.58
631	1044.00	18	5.62
632	1062.00	18	5.62
633	1080.00	18	5.68
634	1098.00	18	5.68
635	1119.00	21	5.60
636	1143.00	24	5.45
637	1161.00	24	5.23
638	1176.00	21	5.18
639	1197.00	21	5.14
640	1209.00	21	5.19
641	1230.00	24	5.18
642	1245.00	21	5.27
643	1263.00	21	5.27
644	1281.00	21	5.32
645	1302.00	21	5.37
646	1326.00	24	5.36
647	1356.00	30	5.31
648	1386.00	30	5.35
649	1410.00	30	5.25
650	1440.00	33	5.26
651	1473.00	33	5.45
652	1509.00	36	5.46
653	1545.00	36	5.55
654	1581.00	36	5.48
655	1617.00	36	5.49
656	1656.00	39	5.44
657	1695.00	39	5.34
658	1737.00	42	5.37
659	1779.00	42	5.39
660	1473.00	36	5.47
661	1167.00	30	5.39
662	876.00	24	5.27
663	588.00	21	5.52
664	303.00	15	5.49
665	81.00	9	5.79
666	0.00	0	5.88
667	0.00	0	5.91
668	3.00	3	5.84
669	0.00	0	5.96
670	0.00	0	6.07
671	0.00	0	6.22
672	0.00	0	6.29
673	0.00	0	6.34
674	0.00	0	6.36
675	0.00	0	6.43
676	0.00	0	6.26
677	3.00	3	6.31
678	0.00	0	6.08
679	0.00	0	6.07
680	0.00	0	6.16
681	0.00	0	6.28
682	3.00	3	6.27
683	9.00	6	6.18
684	0.00	0	6.22
685	0.00	0	6.27
686	3.00	3	6.31
687	0.00	0	6.42
688	0.00	0	6.45
689	0.00	0	6.57
690	0.00	0	6.48
691	0.00	0	6.55
692	0.00	0	6.71
693	3.00	3	6.81
694	0.00	0	6.81
695	0.00	0	6.93
696	0.00	0	7.08
697	0.00	0	6.84
698	0.00	0	7.06
699	0.00	0	6.89
700	3.00	3	6.68
701	0.00	0	6.59
702	0.00	0	6.66
703	0.00	0	6.80
704	0.00	0	6.66
705	0.00	0	6.70
706	3.00	3	6.80
707	0.00	0	6.78
708	0.00	0	6.58
709	3.00	3	6.55
710	3.00	3	6.62
711	0.00	0	6.56
712	0.00	0	6.76
713	0.00	0	6.61
714	6.00	6	6.52
715	6.00	6	6.53
716	0.00	0	6.35
717	0.00	0	6.31
718	3.00	3	6.24
719	0.00	0	6.22
720	0.00	0	6.22
721	0.00	0	6.33
722	3.00	3	6.39
723	6.00	6	6.42
724	0.00	0	6.49
725	0.00	0	6.37
726	3.00	3	6.31
727	6.00	3	6.41
728	0.00	0	6.51
729	0.00	0	6.48
730	0.00	0	6.58
731	3.00	3	6.88
732	6.00	3	6.98
733	12.00	6	7.12
734	21.00	9	6.73
735	15.00	6	7.01
736	12.00	6	6.89
737	6.00	3	6.92
738	3.00	3	6.91
739	3.00	6	6.78
740	3.00	3	6.87
741	0.00	0	7.06
742	0.00	0	7.17
743	0.00	0	7.30
744	0.00	0	7.33
745	0.00	0	7.54
746	3.00	3	7.42
747	3.00	3	7.47
748	9.00	6	7.55
749	15.00	6	7.52
750	24.00	9	7.29
751	33.00	9	7.12
752	45.00	12	6.92
753	54.00	12	6.88
754	72.00	18	6.78
755	84.00	15	6.76
756	99.00	21	6.74
757	114.00	18	6.63
758	138.00	24	6.47
759	156.00	21	6.50
760	183.00	27	6.46
761	213.00	30	6.46
762	246.00	33	6.42
763	282.00	36	6.28
764	318.00	36	6.13
765	354.00	36	6.08
766	336.00	39	6.10
767	378.00	42	6.22
768	423.00	45	6.02
769	465.00	45	6.01
770	510.00	45	5.94
771	558.00	48	5.83
772	615.00	57	5.60
773	672.00	60	5.64
774	723.00	60	5.70
775	783.00	63	5.98
776	846.00	63	6.07
777	912.00	66	6.10
778	978.00	66	6.26
779	1044.00	66	6.18
780	1014.00	66	6.17
781	990.00	69	6.10
782	969.00	66	5.98
783	945.00	63	6.14
784	915.00	57	5.94
785	891.00	57	5.90
786	870.00	57	5.78
787	846.00	57	5.69
788	813.00	54	5.51
789	783.00	51	5.42
790	762.00	51	5.46
791	729.00	57	5.46
792	732.00	54	5.39
793	738.00	54	5.44
794	750.00	54	5.71
795	774.00	54	5.75
796	813.00	54	5.91
797	861.00	60	5.96
798	906.00	60	6.05
799	948.00	57	6.14
800	999.00	63	6.21
801	1056.00	66	6.01
802	1116.00	66	5.74
803	1179.00	69	5.50
804	1251.00	72	5.46
805	1317.00	72	5.42
806	1389.00	75	5.47
807	1302.00	69	5.53
808	1215.00	63	5.37
809	1125.00	57	5.19
810	1041.00	60	5.28
811	963.00	60	5.17
812	897.00	57	5.20
813	822.00	60	5.29
814	726.00	48	5.38
815	645.00	45	5.35
816	672.00	45	5.35
817	606.00	39	5.41
818	540.00	36	5.39
819	483.00	33	5.42
820	414.00	30	5.32
821	441.00	33	5.20
822	384.00	27	5.18
823	330.00	30	5.12
824	282.00	30	5.20
825	237.00	30	5.33
826	198.00	30	5.44
827	228.00	33	5.37
828	261.00	36	5.15
829	228.00	36	5.19
830	216.00	42	5.31
831	219.00	45	5.23
832	219.00	39	5.15
833	204.00	39	5.12
834	195.00	36	5.17
835	159.00	36	5.35
836	138.00	33	5.57
837	135.00	36	5.58
838	153.00	48	5.46
839	168.00	42	5.23
840	180.00	45	5.31
841	204.00	51	5.15
842	222.00	45	5.15
843	252.00	48	5.20
844	285.00	51	5.18
845	291.00	54	5.07
846	300.00	60	5.11
847	309.00	57	5.02
848	330.00	63	4.99
849	387.00	66	4.83
850	387.00	63	4.74
851	387.00	66	4.66
852	360.00	66	4.80
853	351.00	72	4.82
854	345.00	69	4.65
855	396.00	75	4.63
856	426.00	75	4.62
857	435.00	72	4.66
858	441.00	72	4.77
859	453.00	72	4.63
860	474.00	72	4.56
861	519.00	75	4.51
862	543.00	75	4.34
863	603.00	81	4.10
864	636.00	84	4.05
865	663.00	84	3.97
866	711.00	87	4.07
867	765.00	90	4.16
868	828.00	99	4.20
869	915.00	105	4.16
870	975.00	108	3.98
871	1029.00	105	4.01
872	1089.00	105	4.02
873	1104.00	111	4.11
874	1134.00	120	4.17
875	1170.00	117	4.19
876	1218.00	123	4.16
877	1296.00	123	4.38
878	1374.00	126	4.35
879	1476.00	132	4.34
880	1569.00	126	4.41
881	1587.00	132	4.47
882	1614.00	132	4.48
883	1644.00	129	4.43
884	1671.00	126	4.32
885	1698.00	123	4.35
886	1734.00	129	4.33
887	1770.00	123	4.26
888	1800.00	120	4.35
889	1860.00	129	4.31
890	1992.00	132	4.10
891	2052.00	132	4.26
892	2115.00	135	4.01
893	2184.00	138	4.06
894	2253.00	138	4.16
895	2289.00	135	4.34
896	2334.00	138	4.52
897	2376.00	135	4.54
898	2427.00	135	4.51
899	2535.00	132	4.60
900	2514.00	126	4.51
901	2625.00	126	4.60
902	2673.00	123	4.72
903	2721.00	123	4.80
904	2829.00	120	4.71
905	2886.00	120	4.75
906	2931.00	120	4.73
907	2973.00	117	4.83
908	3084.00	120	4.79
909	3126.00	114	4.77
910	3093.00	114	4.81
911	3057.00	114	4.65
912	3027.00	117	4.58
913	3003.00	117	4.45
914	2979.00	114	4.38
915	3000.00	123	4.40
916	2841.00	117	4.44
917	2685.00	111	4.58
918	2526.00	102	4.66
919	2469.00	102	4.81
920	2544.00	99	4.88
921	2370.00	90	4.80
922	2199.00	84	4.89
923	1848.00	78	4.86
924	1509.00	69	5.02
925	1203.00	63	4.88
926	909.00	57	4.76
927	639.00	51	4.58
928	381.00	39	4.46
929	207.00	33	4.41
930	165.00	36	4.40
931	153.00	39	4.41
932	141.00	42	4.38
933	144.00	42	4.29
934	120.00	39	4.22
935	111.00	39	4.25
936	99.00	33	4.38
937	114.00	36	4.27
938	132.00	42	4.40
939	156.00	45	4.48
940	180.00	48	4.61
941	210.00	48	4.69
942	243.00	51	4.82
943	249.00	54	4.85
944	243.00	51	4.92
945	237.00	48	4.74
946	225.00	42	4.68
947	201.00	42	4.69
948	192.00	51	4.68
949	192.00	57	4.64
950	177.00	51	4.61
951	183.00	48	4.62
952	195.00	63	4.54
953	198.00	60	4.65
954	228.00	63	4.73
955	258.00	72	4.88
956	285.00	66	4.91
957	303.00	69	5.21
958	312.00	66	5.22
959	321.00	63	5.33
960	336.00	66	5.29
961	312.00	51	5.25
962	339.00	51	5.23
963	336.00	45	5.07
964	339.00	42	4.99
965	363.00	42	5.02
966	384.00	39	4.95
967	408.00	42	4.86
968	441.00	42	4.92
969	450.00	36	4.99
970	480.00	36	5.10
971	513.00	36	5.14
972	549.00	39	5.01
973	585.00	39	5.21
974	627.00	42	5.24
975	669.00	42	5.24
976	699.00	42	5.24
977	726.00	39	5.42
978	753.00	39	5.45
979	777.00	36	5.43
980	810.00	36	5.42
981	843.00	36	5.34
982	879.00	39	5.28
983	918.00	42	5.34
984	951.00	42	5.12
985	873.00	36	5.10
986	801.00	36	5.14
987	732.00	36	4.96
988	663.00	36	5.07
989	591.00	33	5.18
990	525.00	36	5.23
991	450.00	33	5.21
992	465.00	33	5.10
993	369.00	24	5.21
994	279.00	18	5.22
995	252.00	15	5.15
996	273.00	21	5.11
997	249.00	21	5.00
998	228.00	18	4.93
999	231.00	12	4.95
1000	228.00	12	4.99
1001	231.00	15	4.81
1002	240.00	15	4.68
1003	255.00	21	4.77
1004	267.00	21	4.79
1005	288.00	27	4.77
1006	288.00	18	4.78
1007	297.00	24	4.83
1008	312.00	27	4.90
1009	330.00	27	4.86
1010	348.00	27	5.12
1011	375.00	36	5.27
1012	363.00	24	5.34
1013	360.00	27	5.44
1014	357.00	24	5.50
1015	354.00	21	5.46
1016	360.00	24	5.57
1017	357.00	21	5.49
1018	363.00	24	5.66
1019	366.00	24	5.46
1020	369.00	21	5.33
1021	396.00	27	5.15
1022	411.00	24	5.18
1023	432.00	30	5.10
1024	465.00	33	5.19
1025	501.00	39	5.00
1026	525.00	48	4.72
1027	549.00	45	4.85
1028	567.00	48	4.96
1029	588.00	48	5.09
1030	597.00	39	5.25
1031	618.00	42	5.39
1032	636.00	39	5.49
1033	678.00	48	5.35
1034	717.00	45	5.45
1035	747.00	45	5.46
1036	786.00	48	5.42
1037	822.00	45	5.48
1038	861.00	45	5.56
1039	903.00	48	5.57
1040	954.00	54	5.47
1041	1002.00	54	5.48
1042	1056.00	57	5.45
1043	1113.00	60	5.22
1044	1179.00	69	5.25
1045	1245.00	69	5.16
1046	1320.00	75	5.04
1047	1305.00	75	4.91
1048	1293.00	75	4.94
1049	1293.00	84	4.82
1050	1299.00	87	4.98
1051	1245.00	90	4.86
1052	1194.00	90	4.83
1053	1161.00	90	4.74
1054	1149.00	93	4.65
1055	1146.00	90	4.52
1056	1197.00	96	4.46
1057	1197.00	96	4.37
1058	1245.00	99	4.44
1059	1197.00	90	4.51
1060	1197.00	87	4.63
1061	1197.00	84	4.73
1062	1203.00	81	4.83
1063	1179.00	78	4.88
1064	1167.00	69	4.98
1065	1158.00	69	4.81
1066	1200.00	78	4.77
1067	1137.00	72	4.66
1068	1119.00	72	4.74
1069	1104.00	72	4.58
1070	1092.00	69	4.60
1071	1086.00	69	4.31
1072	1059.00	63	4.34
1073	1002.00	54	4.38
1074	951.00	57	4.41
1075	957.00	57	4.40
1076	861.00	51	4.13
1077	816.00	51	4.11
1078	816.00	51	4.05
1079	831.00	51	3.85
1080	837.00	45	3.80
1081	813.00	42	3.75
1082	804.00	36	3.73
1083	837.00	42	3.57
1084	843.00	36	3.59
1085	843.00	36	3.56
1086	852.00	39	3.53
1087	870.00	36	3.55
1088	891.00	36	3.49
1089	927.00	45	3.33
1090	963.00	42	3.39
1091	993.00	45	3.50
1092	1026.00	45	3.58
1093	999.00	42	3.66
1094	579.00	33	3.70
1095	174.00	30	3.72
1096	138.00	18	3.74
1097	114.00	15	3.76
1098	90.00	12	3.93
1099	114.00	24	3.85
1100	81.00	18	3.92
1101	54.00	18	4.17
1102	24.00	15	4.03
1103	24.00	12	3.88
1104	12.00	9	3.98
1105	15.00	15	4.08
1106	15.00	12	4.03
1107	15.00	6	4.10
1108	30.00	15	4.17
1109	33.00	9	4.05
1110	45.00	12	4.02
1111	60.00	15	3.90
1112	75.00	18	3.90
1113	96.00	21	3.92
1114	111.00	18	3.86
1115	138.00	27	3.91
1116	162.00	27	3.95
1117	192.00	30	3.76
1118	228.00	36	3.61
1119	264.00	36	3.66
1120	306.00	42	3.72
1121	357.00	51	3.79
1122	414.00	60	3.90
1123	450.00	60	3.98
1124	432.00	63	4.06
1125	396.00	57	4.22
1126	375.00	63	4.24
1127	372.00	69	4.33
1128	366.00	72	4.33
1129	363.00	69	4.28
1130	375.00	75	4.05
1131	375.00	78	4.12
1132	363.00	81	4.30
1133	360.00	87	4.28
1134	378.00	87	4.04
1135	414.00	93	4.07
