step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,agents_total_stopped,agents_total_accumulated_waiting_time
545.0,28,958.0,19.16,4.415399892075251,0,0
550.0,31,1103.0,21.627450980392158,3.7396876364964897,0,0
555.0,36,1272.0,24.941176470588236,3.2213827422687236,0,0
560.0,38,1453.0,27.41509433962264,2.842135717531901,0,0
565.0,41,1650.0,31.132075471698112,2.3228696386523517,0,0
570.0,40,1850.0,34.905660377358494,2.5713869042844424,0,0
575.0,41,2050.0,36.607142857142854,2.665557117890612,0,0
580.0,42,2255.0,38.87931034482759,2.668463350889189,0,0
585.0,43,2465.0,40.40983606557377,2.819754358939196,0,0
590.0,44,2507.0,39.79365079365079,2.8303172809331207,0,0
595.0,36,1725.0,26.953125,3.0075192185757866,0,0
600.0,29,1114.0,17.967741935483872,2.8783261184208073,0,0
605.0,32,910.0,14.0,3.376221261683975,0,0
610.0,32,760.0,11.692307692307692,3.287225597577346,0,0
615.0,31,700.0,11.11111111111111,3.1814670164601258,0,0
620.0,33,678.0,10.272727272727273,3.204367237970361,0,0
625.0,38,765.0,11.417910447761194,3.149122826055471,0,0
630.0,42,935.0,13.955223880597014,2.8196233118013194,0,0
635.0,50,1169.0,16.942028985507246,2.343236230483647,0,0
640.0,54,1424.0,20.63768115942029,2.077799502837317,0,0
645.0,56,1697.0,24.242857142857144,1.9622314542272965,0,0
650.0,56,1977.0,27.08219178082192,2.490969735706572,0,0
655.0,58,2258.0,30.106666666666666,2.5352828645333276,0,0
660.0,58,2548.0,34.432432432432435,2.3035978047787298,0,0
665.0,61,2846.0,38.45945945945946,2.072141648089807,0,0
670.0,62,3151.0,42.58108108108108,1.8302407166831796,0,0
675.0,62,3457.0,46.71621621621622,1.9693655215409995,0,0
680.0,60,3622.0,48.945945945945944,1.8500248219062752,0,0
685.0,53,3238.0,43.17333333333333,2.1348951548072335,0,0
690.0,49,3098.0,40.23376623376623,2.2978905884414935,0,0
695.0,52,2997.0,38.922077922077925,2.5893986225519323,0,0
700.0,54,2904.0,38.72,2.0156308128710667,0,0
705.0,54,2798.0,37.306666666666665,2.124254236455143,0,0
710.0,53,2693.0,35.43421052631579,1.9905725756606867,0,0
715.0,58,2680.0,34.35897435897436,1.9839088515491876,0,0
720.0,61,2970.0,38.07692307692308,1.8322298265138857,0,0
725.0,63,3274.0,41.97435897435897,1.718124960940804,0,0
730.0,65,3595.0,47.30263157894737,1.6476211343346083,0,0
735.0,65,3920.0,50.256410256410255,1.7119889967334585,0,0
740.0,66,4245.0,53.0625,1.95911050194534,0,0
745.0,65,4570.0,57.125,2.0281438646587047,0,0
750.0,65,4895.0,61.962025316455694,2.062679356357537,0,0
755.0,68,5223.0,65.2875,1.5902986163216357,0,0
760.0,68,5561.0,69.5125,1.7158707596368044,0,0
765.0,69,5903.0,73.7875,1.5489700116460638,0,0
770.0,70,6248.0,77.1358024691358,1.627182821687436,0,0
775.0,69,6593.0,82.4125,1.573179345801694,0,0
780.0,60,5944.0,73.38271604938272,1.83939574343784,0,0
785.0,51,4949.0,60.353658536585364,2.147568089869047,0,0
790.0,51,4773.0,58.925925925925924,2.584807557457843,0,0
795.0,47,4320.0,52.04819277108434,3.0079892002569224,0,0
800.0,46,4077.0,50.9625,2.045566811954887,0,0
805.0,48,3877.0,47.864197530864196,2.2220719744859716,0,0
810.0,50,3783.0,46.7037037037037,2.093844217763172,0,0
815.0,56,3881.0,45.65882352941176,2.510766074166432,0,0
820.0,62,4174.0,48.53488372093023,2.313425540603218,0,0
825.0,65,4493.0,51.05681818181818,2.061009500206992,0,0
830.0,70,4831.0,55.52873563218391,1.8042435329714746,0,0
835.0,74,5189.0,58.96590909090909,1.6339903242548828,0,0
840.0,74,5556.0,63.13636363636363,1.39978781393166,0,0
845.0,77,5932.0,65.91111111111111,1.5040551174571075,0,0
850.0,77,6317.0,71.7840909090909,1.3791656286939944,0,0
855.0,77,6702.0,75.30337078651685,1.3635028755999712,0,0
860.0,74,6832.0,75.07692307692308,1.577876594723319,0,0
865.0,69,6892.0,75.73626373626374,1.8998801374222594,0,0
870.0,68,6941.0,77.12222222222222,1.792124297546667,0,0
875.0,67,6972.0,76.61538461538461,1.804730707904894,0,0
880.0,67,7008.0,79.63636363636364,1.5668357935928283,0,0
885.0,67,7031.0,78.12222222222222,1.7468498827302332,0,0
890.0,64,5711.0,61.40860215053763,1.957569946005614,0,0
895.0,67,4528.0,48.68817204301075,1.8903173079525242,0,0
900.0,69,3639.0,38.712765957446805,1.6568666748217844,0,0
905.0,70,3282.0,35.29032258064516,1.512227402896114,0,0
910.0,72,3174.0,34.5,1.5446095677664295,0,0
915.0,70,3205.0,35.21978021978022,1.358524917623512,0,0
920.0,71,3409.0,36.655913978494624,1.4502668469813742,0,0
925.0,76,3774.0,40.58064516129032,1.4323689717259187,0,0
930.0,78,4156.0,44.212765957446805,1.4671818009622688,0,0
935.0,82,4557.0,48.47872340425532,1.3469459679960805,0,0
940.0,82,4964.0,52.252631578947366,1.4549187693503622,0,0
945.0,80,5212.0,53.7319587628866,1.5928008367772506,0,0
950.0,73,4882.0,51.38947368421053,2.1096394495540616,0,0
955.0,59,3375.0,35.526315789473685,2.259367814258575,0,0
960.0,62,3288.0,35.354838709677416,2.529149632292624,0,0
965.0,59,3213.0,35.7,2.7779192121920606,0,0
970.0,54,3110.0,34.943820224719104,2.6938001478483162,0,0
975.0,54,2998.0,32.94505494505494,2.94734089231664,0,0
980.0,53,2965.0,33.69318181818182,2.639362638462403,0,0
985.0,59,3236.0,36.77272727272727,2.1510935806485296,0,0
990.0,65,3548.0,40.31818181818182,1.7558550973418783,0,0
995.0,72,3885.0,42.69230769230769,1.7275291766829237,0,0
1000.0,74,4248.0,46.17391304347826,1.6130495700001055,0,0
1005.0,78,4630.0,50.32608695652174,1.2404948993287486,0,0
1010.0,81,5029.0,54.075268817204304,1.4757002624651039,0,0
1015.0,81,5434.0,59.06521739130435,1.3080968525734793,0,0
1020.0,81,5839.0,63.46739130434783,1.3611061236990205,0,0
1025.0,81,6244.0,67.13978494623656,1.4596880474710285,0,0
1030.0,82,6649.0,71.49462365591398,1.4603166698340653,0,0
1035.0,81,7054.0,76.67391304347827,1.470540544761043,0,0
1040.0,81,7459.0,81.96703296703296,1.2933878737309576,0,0
1045.0,82,7864.0,85.47826086956522,1.3055604026609402,0,0
1050.0,81,8269.0,90.86813186813187,1.2941691000546853,0,0
1055.0,81,8674.0,92.27659574468085,1.4931149798736385,0,0
1060.0,82,9079.0,97.6236559139785,1.4202591545745964,0,0
1065.0,81,9484.0,101.97849462365592,1.4425860566854007,0,0
1070.0,81,9889.0,105.20212765957447,1.4375976359851161,0,0
1075.0,82,10192.0,107.28421052631579,1.4436160396789104,0,0
1080.0,73,9692.0,104.21505376344086,1.640534858187079,0,0
1085.0,63,8548.0,91.91397849462365,1.8505409941961888,0,0
1090.0,64,8338.0,90.6304347826087,2.042456045354637,0,0
1095.0,58,7244.0,79.6043956043956,2.648259430518784,0,0
1100.0,51,6542.0,74.3409090909091,2.3383128594776257,0,0
1105.0,50,6270.0,71.25,2.971324453363566,0,0
1110.0,46,6097.0,72.58333333333333,3.4335333546380324,0,0
1115.0,45,6220.0,74.04761904761905,3.89319077178153,0,0
1120.0,46,6445.0,75.82352941176471,3.9126202186127763,0,0
1125.0,45,6670.0,80.36144578313252,4.247107506207962,0,0
1130.0,45,6895.0,85.12345679012346,4.218591058261016,0,0
1135.0,47,7120.0,86.82926829268293,4.410450046762089,0,0
1140.0,45,7345.0,92.9746835443038,4.558510453515332,0,0
1145.0,47,7573.0,97.08974358974359,4.236338629944342,0,0
1150.0,47,7544.0,97.97402597402598,4.264282899965304,0,0
1155.0,42,6731.0,89.74666666666667,4.489623467464539,0,0
1160.0,40,5664.0,75.52,4.380048016118094,0,0
1165.0,43,4852.0,64.69333333333333,4.150862077361604,0,0
1170.0,39,3713.0,51.56944444444444,3.980197664655425,0,0
1175.0,34,2553.0,35.95774647887324,3.7330729120099093,0,0
1180.0,31,871.0,11.77027027027027,3.9008430266669776,0,0
1185.0,26,356.0,5.014084507042254,3.775549066660503,0,0
1190.0,39,526.0,7.205479452054795,3.993848538525629,0,0
1195.0,46,735.0,10.068493150684931,3.760349346920598,0,0
1200.0,45,958.0,13.305555555555555,4.114884436075108,0,0
1205.0,45,1183.0,16.430555555555557,4.070614529680089,0,0
1210.0,47,1408.0,19.555555555555557,3.860620014825188,0,0
1215.0,45,1633.0,23.32857142857143,3.8494802397311574,0,0
1220.0,45,1858.0,26.169014084507044,4.068307435129493,0,0
1225.0,46,2083.0,28.930555555555557,4.0585692811622245,0,0
1230.0,45,2308.0,32.97142857142857,3.963854800697354,0,0
1235.0,46,2536.0,36.7536231884058,3.7414378582629286,0,0
1240.0,43,2430.0,34.225352112676056,3.9671621120876583,0,0
1245.0,40,2173.0,31.492753623188406,3.846082627189658,0,0
1250.0,35,1826.0,25.36111111111111,3.8166540766971115,0,0
1255.0,37,1705.0,24.014084507042252,3.9774543977411865,0,0
1260.0,38,1599.0,22.84285714285714,3.6150783027609275,0,0
1265.0,41,1503.0,21.169014084507044,2.9053343512974705,0,0
1270.0,44,1420.0,19.45205479452055,3.062929556113124,0,0
1275.0,48,1651.0,21.723684210526315,2.930870235456215,0,0
1280.0,57,1917.0,24.265822784810126,2.5684390038483182,0,0
1285.0,62,2214.0,27.675,2.540953007125459,0,0
1290.0,62,2520.0,31.5,2.23526684205697,0,0
1295.0,66,2840.0,34.63414634146341,2.036207909978989,0,0
1300.0,67,3170.0,37.294117647058826,2.167090639938617,0,0
1305.0,68,3508.0,40.7906976744186,1.9769508618154175,0,0
1310.0,72,3859.0,44.35632183908046,1.6309461431896703,0,0
1315.0,74,4222.0,47.438202247191015,1.7291412323547193,0,0
1320.0,76,4595.0,51.62921348314607,1.429729609309554,0,0
1325.0,78,4979.0,53.53763440860215,1.4682033984996126,0,0
1330.0,81,5374.0,57.784946236559136,1.2963116452468926,0,0
1335.0,82,5779.0,60.83157894736842,1.4290407675262995,0,0
1340.0,82,6189.0,65.14736842105263,1.5400816208256378,0,0
1345.0,83,6599.0,70.20212765957447,1.3956053944257734,0,0
1350.0,82,7009.0,73.01041666666667,1.484138395589247,0,0
1355.0,80,7136.0,74.33333333333333,1.5599020504499335,0,0
1360.0,76,7075.0,72.9381443298969,2.1949904245433896,0,0
1365.0,64,5892.0,61.375,2.0903432712836074,0,0
1370.0,55,4996.0,53.72043010752688,2.0401669261572586,0,0
1375.0,51,4128.0,44.38709677419355,2.052729810790135,0,0
1380.0,51,3870.0,42.527472527472526,2.409578658139283,0,0
1385.0,50,3837.0,42.63333333333333,2.9396376338738257,0,0
1390.0,49,3972.0,44.13333333333333,3.229665979092497,0,0
1395.0,48,4212.0,47.86363636363637,3.3167632948206047,0,0
1400.0,48,4452.0,48.92307692307692,3.520890600584552,0,0
1405.0,49,4692.0,51.56043956043956,3.841160052004475,0,0
1410.0,50,4937.0,56.10227272727273,3.8887044855303183,0,0
1415.0,50,5182.0,60.25581395348837,4.028791349492303,0,0
1420.0,51,5428.0,65.39759036144578,3.862760149553085,0,0
1425.0,50,5678.0,70.09876543209876,3.7936286050371018,0,0
1430.0,52,5928.0,72.29268292682927,3.7229890597384765,0,0
1435.0,51,6178.0,75.34146341463415,3.900812765040445,0,0
1440.0,49,6229.0,77.8625,3.852977069887335,0,0
1445.0,46,5483.0,66.86585365853658,3.8936730914229556,0,0
1450.0,46,4738.0,59.225,3.9491026047814457,0,0
1455.0,43,4191.0,53.73076923076923,4.060928574011518,0,0
1460.0,41,3469.0,45.64473684210526,3.648111429784889,0,0
1465.0,37,2480.0,32.20779220779221,3.8218080020434657,0,0
1470.0,35,1888.0,24.842105263157894,4.004346583705963,0,0
1475.0,35,731.0,9.618421052631579,3.33936112090727,0,0
1480.0,37,518.0,7.095890410958904,3.5070850984821793,0,0
1485.0,45,720.0,9.35064935064935,3.9292821510512517,0,0
1490.0,50,953.0,12.376623376623376,3.842175531723205,0,0
1495.0,48,1193.0,15.906666666666666,4.1009884215752,0,0
1500.0,48,1433.0,19.106666666666666,4.100763326578474,0,0
1505.0,50,1673.0,22.91780821917808,3.7022532179048024,0,0
1510.0,48,1913.0,26.943661971830984,3.678932654090548,0,0
1515.0,48,2153.0,29.90277777777778,3.783071068954099,0,0
1520.0,50,2393.0,32.78082191780822,3.699027019447773,0,0
1525.0,48,2633.0,37.614285714285714,3.678548322281061,0,0
1530.0,46,2702.0,37.013698630136986,3.9171351888540658,0,0
1535.0,44,2510.0,34.38356164383562,3.7308026782541166,0,0
1540.0,42,2404.0,33.859154929577464,3.7185715138410234,0,0
1545.0,37,1987.0,27.21917808219178,3.888091517465217,0,0
1550.0,36,1561.0,21.094594594594593,3.454656766206032,0,0
1555.0,39,1446.0,19.54054054054054,3.2328795872267153,0,0
1560.0,40,1085.0,14.466666666666667,3.0040961965284527,0,0
1565.0,49,1140.0,14.805194805194805,2.6930414099618547,0,0
1570.0,55,1396.0,17.670886075949365,2.5369908481774845,0,0
1575.0,61,1690.0,20.36144578313253,2.6119475045670755,0,0
1580.0,67,2009.0,23.916666666666668,2.409585717205179,0,0
1585.0,66,2338.0,28.16867469879518,2.1539925998936216,0,0
1590.0,69,2677.0,31.49411764705882,1.9467049736197677,0,0
1595.0,72,3025.0,34.770114942528735,1.624577439823518,0,0
1600.0,73,3385.0,38.46590909090909,1.6723537841918563,0,0
1605.0,76,3758.0,41.75555555555555,1.437842971382307,0,0
1610.0,79,4141.0,43.589473684210525,1.6528800508404013,0,0
1615.0,80,4535.0,47.73684210526316,1.6012170054968509,0,0
1620.0,82,4938.0,51.4375,1.469472088938793,0,0
1625.0,84,5353.0,55.760416666666664,1.4090093855866597,0,0
1630.0,84,5771.0,60.114583333333336,1.4542449447335961,0,0
1635.0,84,6191.0,64.48958333333333,1.4147436875424573,0,0
1640.0,85,6611.0,68.15463917525773,1.367810583650869,0,0
1645.0,81,6757.0,70.38541666666667,1.5258467330994465,0,0
1650.0,68,5641.0,58.154639175257735,2.0057708963216485,0,0
1655.0,63,4681.0,49.27368421052632,1.9138654333989638,0,0
1660.0,63,4592.0,47.833333333333336,2.821436535448529,0,0
1665.0,61,4609.0,50.64835164835165,2.727006794259328,0,0
1670.0,57,4557.0,51.20224719101124,3.135177343799578,0,0
1675.0,51,4509.0,52.43023255813954,3.5209404276271585,0,0
1680.0,48,4581.0,52.6551724137931,3.9463456645696966,0,0
1685.0,49,4821.0,57.392857142857146,3.975853726752019,0,0
1690.0,49,5061.0,61.71951219512195,4.018801066597577,0,0
1695.0,48,5301.0,66.2625,3.9545286482990534,0,0
1700.0,50,5546.0,70.20253164556962,3.7178400663077666,0,0
1705.0,48,5647.0,71.48101265822785,3.791717195933545,0,0
1710.0,43,5221.0,65.2625,3.5585987184860195,0,0
1715.0,44,5082.0,65.15384615384616,3.3954242877406804,0,0
1720.0,43,4589.0,59.5974025974026,3.843724567516155,0,0
1725.0,42,3919.0,50.243589743589745,4.138620473756974,0,0
1730.0,40,3252.0,41.164556962025316,4.466364609353204,0,0
1735.0,40,2763.0,36.35526315789474,4.250859327005771,0,0
1740.0,34,1842.0,24.56,3.908366330375927,0,0
1745.0,35,1248.0,17.333333333333332,3.6253852551145056,0,0
1750.0,38,1260.0,17.027027027027028,4.27441833396355,0,0
1755.0,43,1463.0,20.041095890410958,3.85298212774744,0,0
1760.0,42,1260.0,17.746478873239436,3.634191515400012,0,0
1765.0,42,1094.0,15.194444444444445,4.055474634159406,0,0
1770.0,44,1307.0,17.904109589041095,4.038117954282111,0,0
1775.0,47,1537.0,21.34722222222222,3.9151089932500907,0,0
1780.0,45,1590.0,22.3943661971831,3.8683255655743034,0,0
1785.0,41,1520.0,21.408450704225352,4.008614274676856,0,0
1790.0,37,1344.0,19.47826086956522,3.785313546013429,0,0
1795.0,36,1084.0,15.710144927536232,3.5152471568537567,0,0
1800.0,39,1011.0,14.442857142857143,3.5138277948584493,0,0
1805.0,38,1005.0,14.357142857142858,3.077430741508884,0,0
1810.0,41,1012.0,13.863013698630137,3.117606971454868,0,0
1815.0,48,1231.0,16.863013698630137,2.469001965430717,0,0
1820.0,53,1481.0,19.233766233766232,2.4004352329433667,0,0
1825.0,60,1765.0,22.0625,2.341246643958222,0,0
1830.0,64,2067.0,24.903614457831324,2.08309883573137,0,0
1835.0,64,2381.0,27.367816091954023,2.4502526431791476,0,0
1840.0,67,2708.0,30.426966292134832,2.4668031344924586,0,0
1845.0,69,3046.0,33.84444444444444,1.877687176388546,0,0
1850.0,74,3407.0,36.634408602150536,1.8934353283338154,0,0
1855.0,76,3784.0,39.83157894736842,1.7999413686296533,0,0
1860.0,79,4170.0,43.4375,1.8109151050619312,0,0
1865.0,82,4568.0,47.583333333333336,1.4322836298282997,0,0
1870.0,85,4984.0,50.857142857142854,1.3978692086798852,0,0
1875.0,86,5414.0,55.81443298969072,1.2984907363235045,0,0
1880.0,87,5844.0,59.63265306122449,1.3881706445004967,0,0
1885.0,86,6274.0,65.35416666666667,1.231826371128062,0,0
1890.0,86,6704.0,68.40816326530613,1.4162887673508502,0,0
1895.0,87,7134.0,72.79591836734694,1.335277404986648,0,0
1900.0,83,7265.0,74.89690721649484,1.3851742855177709,0,0
1905.0,71,5844.0,60.24742268041237,1.6941661882515267,0,0
1910.0,64,5171.0,52.765306122448976,1.9857026465258176,0,0
1915.0,63,4996.0,51.50515463917526,2.5027712138381735,0,0
1920.0,62,4914.0,52.83870967741935,2.4634310441190075,0,0
1925.0,59,4913.0,53.40217391304348,2.8489299345205428,0,0
1930.0,53,4844.0,54.42696629213483,3.3058081842001865,0,0
1935.0,50,4839.0,54.98863636363637,3.584398959089145,0,0
1940.0,51,5084.0,58.4367816091954,3.7904283069202505,0,0
1945.0,49,5329.0,63.44047619047619,3.9855758203481306,0,0
1950.0,50,5574.0,66.35714285714286,4.050994927516529,0,0
1955.0,51,5819.0,70.96341463414635,4.079426232959366,0,0
1960.0,49,6064.0,74.8641975308642,4.1569092135058066,0,0
1965.0,50,6313.0,77.93827160493827,4.037685843484306,0,0
1970.0,50,6007.0,75.0875,3.6861475129889643,0,0
1975.0,45,5328.0,68.3076923076923,3.7668124916618475,0,0
1980.0,42,4457.0,57.883116883116884,3.860160074383482,0,0
1985.0,39,3300.0,42.30769230769231,3.6825577588325737,0,0
1990.0,33,2200.0,28.571428571428573,4.050258538098621,0,0
1995.0,32,1302.0,16.90909090909091,4.157716699841106,0,0
2000.0,34,439.0,5.4875,4.065708445041804,0,0
2005.0,38,533.0,6.922077922077922,4.0773100194088725,0,0
2010.0,45,744.0,9.789473684210526,3.9255076709213874,0,0
2015.0,50,975.0,13.0,3.7871598406969254,0,0
2020.0,48,1215.0,16.875,3.6835940743459457,0,0
2025.0,48,1455.0,19.931506849315067,3.667860526600097,0,0
2030.0,50,1695.0,23.541666666666668,3.341409628809869,0,0
2035.0,48,1935.0,27.253521126760564,3.521474644043464,0,0
2040.0,48,2175.0,30.208333333333332,3.569333491961907,0,0
2045.0,46,2135.0,28.85135135135135,3.6367044030704667,0,0
2050.0,41,2022.0,27.698630136986303,3.8627272729344893,0,0
2055.0,40,1916.0,26.985915492957748,3.5579800891973727,0,0
2060.0,41,1870.0,25.616438356164384,3.599794481529366,0,0
2065.0,29,1224.0,17.239436619718308,3.418452435352949,0,0
2070.0,21,303.0,4.1506849315068495,3.499127601157194,0,0
2075.0,32,323.0,4.194805194805195,3.9212619840505663,0,0
2080.0,39,500.0,6.410256410256411,4.190649580322719,0,0
2085.0,42,697.0,9.293333333333333,4.003244664876509,0,0
2090.0,46,913.0,12.013157894736842,4.091734782805624,0,0
2095.0,45,1138.0,15.58904109589041,4.188950570936195,0,0
2100.0,45,1363.0,19.47142857142857,3.822682554963963,0,0
2105.0,47,1588.0,22.366197183098592,3.7388016532186046,0,0
2110.0,45,1813.0,24.835616438356166,4.096821380175451,0,0
2115.0,45,2038.0,27.173333333333332,4.339860138732053,0,0
2120.0,47,2263.0,30.58108108108108,4.2770173756448715,0,0
2125.0,46,2489.0,35.056338028169016,4.142304696048966,0,0
2130.0,47,2721.0,38.871428571428574,3.569691502482175,0,0
2135.0,50,2961.0,41.125,3.4453486003239036,0,0
2140.0,49,3206.0,45.15492957746479,3.4982119493264108,0,0
2145.0,47,3254.0,44.57534246575342,3.6198505517790305,0,0
2150.0,45,3005.0,40.608108108108105,3.6831829898818853,0,0
2155.0,38,2425.0,32.333333333333336,3.706677044041415,0,0
2160.0,31,1657.0,22.39189189189189,3.898587555079054,0,0
2165.0,32,950.0,13.013698630136986,3.8202680685711625,0,0
2170.0,39,684.0,9.0,3.7992114067930696,0,0
2175.0,42,622.0,7.9743589743589745,3.502779091635768,0,0
2180.0,49,672.0,8.727272727272727,2.8374836703119923,0,0
2185.0,53,922.0,11.820512820512821,2.755057433563586,0,0
2190.0,59,1199.0,15.177215189873417,2.367032119030601,0,0
2195.0,64,1512.0,18.9,2.160733304666145,0,0
2200.0,64,1832.0,22.9,1.9370264021625954,0,0
2205.0,67,2161.0,26.03614457831325,2.0637321821133696,0,0
2210.0,67,2376.0,28.626506024096386,1.9135912003183975,0,0
2215.0,64,2413.0,28.388235294117646,1.962015754175573,0,0
2220.0,63,2512.0,28.545454545454547,2.183762779317276,0,0
