Czas(s),Calkowity czas oczekiwania(s)
7810.0,26.0
7815.0,41.0
7820.0,56.0
7825.0,75.0
7830.0,103.0
7835.0,9.0
7840.0,27.0
7845.0,85.0
7850.0,171.0
7855.0,289.0
7860.0,433.0
7865.0,608.0
7870.0,798.0
7875.0,988.0
7880.0,831.0
7885.0,574.0
7890.0,347.0
7895.0,138.0
7900.0,77.0
7905.0,119.0
7910.0,164.0
7915.0,219.0
7920.0,278.0
7925.0,25.0
7930.0,22.0
7935.0,75.0
7940.0,156.0
7945.0,269.0
7950.0,412.0
7955.0,588.0
7960.0,778.0
7965.0,887.0
7970.0,665.0
7975.0,499.0
7980.0,258.0
7985.0,61.0
7990.0,96.0
7995.0,141.0
8000.0,190.0
8005.0,244.0
8010.0,161.0
8015.0,15.0
8020.0,54.0
8025.0,124.0
8030.0,223.0
8035.0,357.0
8040.0,517.0
8045.0,703.0
8050.0,893.0
8055.0,828.0
8060.0,590.0
8065.0,402.0
8070.0,122.0
8075.0,18.0
8080.0,39.0
8085.0,67.0
8090.0,101.0
8095.0,136.0
8100.0,6.0
8105.0,36.0
8110.0,89.0
8115.0,174.0
8120.0,288.0
8125.0,434.0
8130.0,610.0
8135.0,800.0
8140.0,990.0
8145.0,746.0
8150.0,499.0
8155.0,309.0
8160.0,60.0
8165.0,50.0
8170.0,82.0
8175.0,123.0
8180.0,178.0
8185.0,162.0
8190.0,20.0
8195.0,60.0
8200.0,133.0
8205.0,233.0
8210.0,361.0
8215.0,520.0
8220.0,706.0
8225.0,896.0
8230.0,907.0
8235.0,661.0
8240.0,435.0
8245.0,198.0
8250.0,36.0
8255.0,62.0
8260.0,99.0
8265.0,142.0
8270.0,187.0
8275.0,60.0
8280.0,27.0
8285.0,80.0
8290.0,158.0
8295.0,258.0
8300.0,385.0
8305.0,542.0
8310.0,727.0
8315.0,917.0
8320.0,761.0
8325.0,555.0
8330.0,341.0
8335.0,115.0
8340.0,50.0
8345.0,76.0
8350.0,107.0
8355.0,142.0
8360.0,178.0
8365.0,8.0
8370.0,41.0
8375.0,106.0
8380.0,196.0
8385.0,318.0
8390.0,471.0
8395.0,656.0
8400.0,846.0
8405.0,951.0
8410.0,711.0
8415.0,500.0
8420.0,310.0
8425.0,61.0
8430.0,86.0
8435.0,119.0
8440.0,155.0
8445.0,200.0
8450.0,96.0
8455.0,8.0
8460.0,43.0
8465.0,111.0
8470.0,207.0
8475.0,330.0
8480.0,484.0
8485.0,662.0
8490.0,851.0
8495.0,796.0
8500.0,577.0
8505.0,383.0
8510.0,202.0
8515.0,76.0
8520.0,102.0
8525.0,140.0
8530.0,184.0
8535.0,243.0
8540.0,54.0
8545.0,32.0
8550.0,90.0
8555.0,183.0
8560.0,302.0
8565.0,455.0
8570.0,637.0
8575.0,827.0
8580.0,1017.0
8585.0,777.0
8590.0,555.0
8595.0,307.0
8600.0,72.0
8605.0,15.0
8610.0,29.0
8615.0,48.0
8620.0,76.0
8625.0,64.0
8630.0,13.0
8635.0,52.0
8640.0,120.0
8645.0,215.0
8650.0,342.0
8655.0,501.0
8660.0,685.0
8665.0,875.0
8670.0,893.0
8675.0,653.0
8680.0,481.0
8685.0,218.0
8690.0,68.0
8695.0,99.0
8700.0,139.0
8705.0,185.0
8710.0,241.0
8715.0,86.0
8720.0,30.0
8725.0,79.0
8730.0,159.0
8735.0,268.0
8740.0,407.0
8745.0,575.0
8750.0,764.0
8755.0,954.0
8760.0,795.0
8765.0,556.0
8770.0,375.0
8775.0,147.0
8780.0,93.0
8785.0,138.0
8790.0,190.0
8795.0,249.0
8800.0,317.0
8805.0,64.0
8810.0,40.0
8815.0,101.0
8820.0,190.0
8825.0,311.0
8830.0,459.0
8835.0,636.0
8840.0,826.0
8845.0,931.0
8850.0,696.0
8855.0,455.0
8860.0,267.0
8865.0,57.0
8870.0,79.0
8875.0,108.0
8880.0,143.0
8885.0,181.0
8890.0,69.0
8895.0,22.0
8900.0,72.0
8905.0,150.0
8910.0,255.0
8915.0,388.0
8920.0,552.0
8925.0,741.0
8930.0,931.0
8935.0,859.0
8940.0,608.0
8945.0,423.0
8950.0,216.0
8955.0,48.0
8960.0,79.0
8965.0,114.0
8970.0,157.0
8975.0,208.0
8980.0,29.0
8985.0,37.0
8990.0,91.0
8995.0,168.0
9000.0,275.0
9005.0,412.0
9010.0,583.0
9015.0,769.0
9020.0,959.0
9025.0,712.0
9030.0,510.0
9035.0,322.0
9040.0,84.0
9045.0,41.0
9050.0,61.0
9055.0,87.0
9060.0,117.0
9065.0,86.0
9070.0,8.0
9075.0,42.0
9080.0,105.0
9085.0,192.0
9090.0,310.0
9095.0,465.0
9100.0,649.0
9105.0,839.0
9110.0,861.0
9115.0,630.0
9120.0,431.0
9125.0,236.0
9130.0,38.0
9135.0,55.0
9140.0,75.0
9145.0,95.0
9150.0,116.0
9155.0,7.0
9160.0,36.0
9165.0,98.0
9170.0,188.0
9175.0,308.0
9180.0,463.0
9185.0,648.0
9190.0,838.0
9195.0,1028.0
9200.0,864.0
9205.0,603.0
9210.0,380.0
9215.0,133.0
9220.0,109.0
9225.0,160.0
9230.0,215.0
9235.0,273.0
9240.0,339.0
9245.0,58.0
9250.0,30.0
9255.0,83.0
9260.0,166.0
9265.0,282.0
9270.0,423.0
9275.0,597.0
9280.0,787.0
9285.0,891.0
9290.0,666.0
9295.0,465.0
9300.0,255.0
9305.0,93.0
9310.0,102.0
9315.0,148.0
9320.0,200.0
9325.0,258.0
9330.0,179.0
9335.0,20.0
9340.0,57.0
9345.0,131.0
9350.0,235.0
9355.0,371.0
9360.0,535.0
9365.0,724.0
9370.0,914.0
9375.0,849.0
9380.0,604.0
9385.0,384.0
9390.0,174.0
9395.0,32.0
9400.0,50.0
9405.0,82.0
9410.0,125.0
9415.0,175.0
9420.0,35.0
9425.0,21.0
9430.0,70.0
9435.0,159.0
9440.0,274.0
9445.0,422.0
9450.0,605.0
9455.0,795.0
9460.0,985.0
9465.0,760.0
9470.0,554.0
9475.0,363.0
9480.0,115.0
9485.0,80.0
9490.0,123.0
9495.0,177.0
9500.0,239.0
9505.0,223.0
9510.0,22.0
9515.0,48.0
9520.0,110.0
9525.0,199.0
9530.0,314.0
9535.0,455.0
9540.0,628.0
9545.0,818.0
9550.0,838.0
9555.0,603.0
9560.0,437.0
9565.0,224.0
9570.0,46.0
9575.0,61.0
9580.0,78.0
9585.0,98.0
9590.0,122.0
9595.0,4.0
9600.0,20.0
9605.0,60.0
9610.0,127.0
9615.0,227.0
9620.0,356.0
9625.0,517.0
9630.0,705.0
9635.0,895.0
9640.0,750.0
9645.0,527.0
9650.0,321.0
9655.0,96.0
9660.0,58.0
9665.0,83.0
9670.0,113.0
9675.0,143.0
9680.0,173.0
9685.0,8.0
9690.0,40.0
9695.0,98.0
9700.0,185.0
9705.0,301.0
9710.0,448.0
9715.0,629.0
9720.0,819.0
9725.0,922.0
9730.0,687.0
9735.0,477.0
9740.0,258.0
9745.0,52.0
9750.0,89.0
9755.0,137.0
9760.0,195.0
9765.0,264.0
9770.0,194.0
9775.0,36.0
9780.0,64.0
9785.0,138.0
9790.0,243.0
9795.0,373.0
9800.0,533.0
9805.0,719.0
9810.0,909.0
9815.0,842.0
9820.0,632.0
9825.0,368.0
9830.0,161.0
9835.0,29.0
9840.0,57.0
9845.0,95.0
9850.0,144.0
9855.0,196.0
9860.0,47.0
9865.0,27.0
9870.0,81.0
9875.0,168.0
9880.0,290.0
9885.0,439.0
9890.0,620.0
9895.0,810.0
9900.0,1000.0
9905.0,769.0
9910.0,529.0
9915.0,367.0
9920.0,86.0
9925.0,85.0
9930.0,124.0
9935.0,169.0
9940.0,214.0
9945.0,180.0
9950.0,15.0
9955.0,54.0
9960.0,121.0
9965.0,224.0
9970.0,353.0
9975.0,515.0
9980.0,702.0
9985.0,892.0
9990.0,908.0
9995.0,665.0
10000.0,486.0
